threshold,precision
0,0.0
1,0.0026050146532074245
2,0.019211983067404754
3,0.04135460761966786
4,0.06642787365678932
5,0.09996743731683491
6,0.13318137414522957
7,0.16248778899381308
8,0.18397915988277433
9,0.20058612829697167
10,0.21198306740475414
11,0.2230543796808857
12,0.2334744382937154
13,0.24324324324324326
14,0.25301204819277107
15,0.2634321068056008
16,0.27971344838814716
17,0.2901335070009769
18,0.29762292412894825
19,0.3034842070986649
20,0.3132530120481928
21,0.321068056007815
22,0.32920872679908825
23,0.339303158580267
24,0.34907196352979486
25,0.3585151416476718
26,0.3656789319439922
27,0.3738196027352654
28,0.37935525887333116
29,0.38423966134809506
30,0.3881471833279062
31,0.39400846629762293
32,0.3985672419407359
33,0.4021491370888961
34,0.40703353956366006
35,0.4112666883751221
36,0.41647671768153693
37,0.4213611201563009
38,0.42885053728427225
39,0.4369912080755454
40,0.4431781178769131
41,0.4467600130250733
42,0.45229566916313907
43,0.4542494301530446
44,0.45913383262780855
45,0.46173884728101594
46,0.46466948876587433
47,0.4685770107456854
48,0.47248453272549656
49,0.4760664278736568
50,0.4819277108433735
