119,168,41,40
100,164,50,34
112,163,39,39
137,160,28,41
140,149,27,42
145,149,26,42
150,155,24,38
152,153,25,36
159,142,24,42
160,137,26,42
166,136,23,43
168,130,25,42
172,127,21,42
175,127,23,40
177,123,24,41
181,123,23,38
183,123,24,35
185,114,26,40
188,110,23,40
191,105,24,40
193,104,24,40
187,94,28,45
190,99,27,38
186,97,37,35
170,94,54,40
216,110,50,29
174,76,51,42
194,74,39,55
210,82,33,55
200,109,30,45
191,108,35,42
197,128,27,41
194,138,27,35
185,134,32,42
181,132,27,45
179,135,24,40
173,140,26,44
178,146,24,35
168,157,28,28
172,161,21,34
166,166,23,32
170,172,21,30
165,172,19,32
165,174,19,32
166,180,20,34
167,185,21,31
167,179,18,33
137,165,23,35
146,156,26,37
156,152,27,57
164,196,31,33
176,160,26,47
179,160,33,37
191,150,31,28
200,151,27,27
209,150,33,20
217,143,35,20
220,132,26,20
224,124,30,19
229,118,31,18
224,111,29,20
226,106,28,26
227,78,23,40
226,58,22,27
222,85,35,27
231,53,22,40
228,44,19,35
226,47,18,40
220,41,19,22
216,36,21,27
211,34,24,25
204,33,26,24
199,31,28,25
194,32,27,27
185,31,28,18
178,35,28,22
169,41,23,24
160,43,20,22
149,48,25,27
142,55,19,36
134,55,18,36
127,64,21,35
125,69,21,49
122,75,25,58
116,76,25,57
113,83,28,59
111,132,33,33
109,140,33,25
101,143,32,23
90,143,27,26
83,146,26,28
87,157,21,35
86,155,34,34
88,147,37,37
109,92,30,45
105,90,34,38
113,83,27,33
113,87,24,38
121,70,25,36
130,65,23,33
134,61,25,36
142,63,26,32
140,55,29,32
142,48,29,35
144,48,26,35
122,78,30,36
130,82,26,30
137,86,28,20
147,87,27,21
154,83,28,19
162,77,29,24
173,69,28,30
189,26,24,53
193,16,29,69
193,24,36,66
202,22,37,66
205,18,35,69
225,84,47,36
227,72,40,36
227,73,38,33
216,69,41,34
220,63,41,39
220,63,39,35
233,68,32,36
235,66,29,37
232,61,27,41
231,58,27,46
229,57,24,44
222,63,25,33
219,55,30,31
200,66,39,24
214,74,25,27
205,79,32,20
213,83,23,22
207,90,27,19
204,93,25,25
189,96,34,20
191,100,29,24
184,101,34,26
189,110,27,31
172,100,34,27
170,104,31,36
177,124,31,30
183,129,22,29
178,130,23,26
177,136,21,28
175,143,22,28
153,138,26,19
146,137,22,16
142,136,20,17
142,135,22,17
135,136,22,16
134,135,22,16
132,136,22,17
131,135,24,16
131,135,24,14
130,132,24,14
134,130,23,15
137,124,19,18
136,123,19,18
136,113,16,22
134,109,19,18
134,102,18,22
133,96,18,22
133,99,15,24
132,93,18,18
131,89,16,17
130,94,17,13
131,79,16,21
132,68,17,32
131,61,21,38
128,49,25,48
128,40,26,52
120,52,30,41
110,73,32,37
107,78,39,30
101,80,44,29
128,30,27,57
89,77,39,33
90,78,31,33
129,32,26,55
135,23,24,57
136,29,26,62
139,31,25,63
144,17,26,49
142,39,25,63
147,26,24,46
149,48,25,58
148,57,27,61
144,68,35,55
146,102,32,33
153,118,34,19
151,128,25,16
153,129,25,17
154,136,25,15
154,135,28,18
151,142,33,16
150,145,32,19
154,148,29,20
140,156,42,21
152,157,30,25
154,167,26,21
155,174,29,20
157,177,25,25
155,186,25,23
150,195,29,20
148,200,28,22
144,207,31,22
138,209,34,24
131,209,34,28
119,213,41,26
105,211,43,31
92,214,43,38
70,220,42,34
53,223,48,29
42,220,48,22
25,215,48,21
29,208,39,31
41,215,38,33
46,206,32,38
49,201,33,32
51,197,35,28
52,187,36,29
56,191,43,26
52,183,42,26
55,183,50,25
54,178,53,21
76,207,31,32
76,203,33,35
76,194,32,37
61,162,27,53
68,195,36,46
58,171,37,55
64,194,33,49
57,170,32,50
62,197,29,55
55,193,30,63
55,186,30,69
40,163,36,60
52,128,58,33
24,138,63,31
49,138,54,36
18,138,35,36
76,150,26,31
92,160,28,31
92,162,30,32
94,171,31,28
71,183,42,23
108,189,37,21
117,187,37,23
145,191,37,20
168,188,33,19
189,182,29,18
201,170,30,24
209,150,32,39
220,135,38,47
228,126,39,46
240,119,31,43
251,119,26,42
262,116,26,35
261,110,27,32
269,111,32,29
274,102,30,32
281,102,27,25
284,97,23,25
283,110,23,20
285,106,23,16
281,106,25,17
278,105,25,20
274,103,28,21
277,100,29,26
272,105,26,23
268,92,25,30
262,103,24,24
257,106,26,27
245,100,30,38
234,105,35,44
214,71,29,47
198,77,28,49
196,86,30,47
171,95,43,50
155,96,44,45
134,109,44,36
129,101,50,47
89,129,35,52
95,150,40,43
95,157,34,34
82,165,31,29
71,183,35,24
30,183,54,21
34,181,51,23
45,192,48,30
16,190,53,28
7,190,50,29
29,194,45,35
29,202,51,29
34,206,41,32
37,208,41,33
38,217,43,31
45,218,33,32
15,209,30,36
16,213,28,32
25,213,29,31
23,216,33,28
31,211,30,33
26,225,39,34
18,250,38,10
24,250,26,10
24,250,25,10
13,245,33,14
11,243,40,16
12,243,43,16
0,220,10,37
4,225,25,34
10,230,41,29
37,233,33,26
57,236,42,23
76,235,51,24
75,232,41,27
87,222,43,37
98,217,45,42
111,214,62,39
129,208,77,39
144,195,65,41
163,192,51,51
175,190,54,36
184,181,50,37
191,165,40,32
218,127,29,38
215,151,33,26
214,133,35,31
214,122,36,32
221,125,39,47
240,146,47,28
249,149,35,24
239,151,39,23
240,143,39,22
237,140,38,19
230,135,39,23
227,128,36,27
240,122,23,23
235,111,22,22
229,109,23,22
223,106,26,24
211,92,32,29
205,92,40,29
204,98,34,31
196,96,34,32
191,107,34,27
180,113,28,26
178,123,19,27
172,123,20,33
164,123,23,34
125,136,37,23
116,140,35,26
119,143,23,34
117,144,21,31
113,152,25,28
112,154,28,28
103,161,33,29
104,163,41,32
102,164,45,34
102,164,44,35
136,178,26,28
138,178,25,29
143,180,27,29
150,182,27,29
156,182,24,29
163,183,28,29
171,181,29,30
179,180,27,31
185,178,31,30
198,174,26,31
206,173,26,32
212,171,27,32
221,169,29,31
227,166,30,30
233,164,33,31
237,163,35,29
240,161,39,27
247,152,37,30
251,150,32,30
256,147,31,26
261,143,27,25
263,143,28,25
263,140,30,29
268,134,26,31
269,132,23,32
264,128,24,31
266,127,24,31
261,124,24,26
261,120,24,32
260,119,24,32
256,117,22,33
252,111,22,33
246,113,22,32
240,112,23,34
230,117,27,32
228,112,26,38
218,113,27,40
212,118,32,36
203,122,28,36
196,125,27,33
188,131,27,32
188,131,25,30
179,137,28,31
178,137,28,28
169,143,28,30
163,142,25,31
155,147,28,31
149,147,26,33
148,152,25,32
137,159,29,31
138,163,29,26
134,170,25,24
135,178,25,20
132,177,25,22
139,169,30,20
125,185,26,25
128,177,29,30
127,178,33,28
131,175,31,35
134,182,36,36
139,181,30,37
126,189,37,27
127,192,35,23
127,192,33,25
128,192,30,23
127,186,34,23
132,182,29,20
131,174,29,28
122,170,35,39
123,167,30,33
125,162,26,30
118,167,35,34
110,165,39,29
113,165,36,28
107,159,37,27
106,155,36,33
107,153,32,26
108,149,32,20
110,149,30,21
122,145,22,17
121,142,24,13
122,141,22,13
122,139,23,17
126,139,25,12
126,137,29,20
124,134,34,21
122,131,39,23
133,126,33,23
142,123,26,20
143,126,29,18
146,121,28,20
146,123,31,18
146,120,32,19
151,123,30,16
151,122,32,18
153,120,29,18
157,123,28,16
158,124,27,18
163,124,24,17
163,121,25,23
163,119,25,28
160,116,28,33
147,77,35,33
145,81,34,33
145,88,38,27
148,94,34,30
149,97,35,28
152,100,34,27
157,103,29,26
166,94,24,27
165,98,25,31
166,98,26,26
167,98,29,24
144,134,33,22
147,140,32,21
145,137,26,26
145,143,27,27
142,144,21,30
141,138,25,31
137,140,27,27
136,132,29,33
134,130,28,33
132,125,28,36
126,130,27,38
126,123,26,43
119,124,30,34
116,122,30,37
114,123,29,35
112,123,27,34
109,125,21,41
103,117,23,31
108,116,21,33
112,117,21,34
133,124,31,33
124,124,35,34
116,123,35,38
88,159,28,39
81,156,26,38
82,163,30,38
87,116,35,41
76,98,36,56
75,91,31,53
79,91,26,55
76,107,34,56
76,94,30,57
76,102,29,56
90,87,29,42
95,86,26,41
95,83,26,39
98,85,25,35
101,86,28,33
100,84,30,40
105,85,29,38
106,84,29,46
108,88,31,44
106,88,34,44
110,85,34,45
121,88,28,42
121,84,30,38
127,84,30,41
131,87,32,39
134,96,32,49
153,96,32,33
142,90,33,32
142,97,38,32
145,103,38,28
101,140,28,27
101,142,27,26
106,144,29,26
102,149,23,32
112,153,26,34
130,146,26,34
137,147,26,34
144,151,28,30
150,153,32,28
159,154,31,27
166,154,30,32
164,134,35,24
165,134,33,22
199,149,22,36
199,152,27,30
202,149,29,31
207,152,31,29
208,154,32,27
214,151,30,30
218,152,27,26
223,150,28,30
225,150,30,28
228,145,29,25
233,142,26,27
236,136,21,33
237,134,22,36
236,132,26,36
236,129,21,39
231,127,23,33
233,123,20,32
230,124,17,34
231,118,20,25
226,119,23,24
221,121,26,22
221,122,20,21
214,117,23,20
215,116,20,31
213,116,24,32
207,119,25,31
203,119,26,30
199,121,27,32
199,123,26,27
194,126,29,24
190,127,28,26
189,128,28,22
183,128,28,28
179,127,29,29
175,129,30,27
171,126,28,34
164,126,30,36
157,129,29,34
148,128,30,36
143,129,30,36
139,130,28,34
132,131,28,32
117,132,31,34
111,131,28,35
105,128,30,28
103,130,25,29
96,131,26,30
90,132,25,32
83,135,23,34
78,183,31,19
81,185,30,19
86,190,29,17
87,194,30,17
92,200,29,16
96,204,29,20
100,208,28,25
100,213,30,23
101,216,31,25
101,220,31,25
106,224,35,30
106,221,35,35
76,168,37,37
74,182,37,47
72,182,44,44
71,194,49,50
73,191,50,59
80,191,41,57
77,194,40,58
66,214,55,45
70,218,48,41
119,193,35,36
129,193,31,36
141,191,31,35
151,189,33,35
159,186,34,35
171,185,34,34
180,184,38,35
191,184,33,35
202,184,35,34
213,181,39,35
224,177,41,35
233,178,37,38
234,170,40,40
245,165,34,35
250,163,30,32
257,161,23,36
261,157,29,39
267,150,33,42
270,146,31,42
274,139,28,43
271,135,35,41
275,130,24,38
281,128,24,36
281,119,22,35
278,111,22,37
277,108,25,37
276,105,23,38
267,96,25,40
265,94,25,39
259,92,23,39
252,91,23,37
245,88,26,38
231,86,30,38
226,83,30,39
217,81,33,40
205,87,28,37
199,84,29,35
186,87,29,29
177,92,31,26
168,93,34,26
158,97,33,24
150,100,35,24
145,104,31,23
138,107,30,22
133,111,26,23
126,113,26,20
120,115,28,21
114,119,26,19
112,120,24,23
108,125,21,23
106,126,19,24
103,127,19,26
99,134,19,22
96,136,17,24
92,139,19,22
91,142,18,22
89,146,18,22
82,144,26,20
81,144,27,21
83,142,24,22
88,142,22,21
87,139,20,21
88,137,23,26
98,130,23,19
95,129,19,19
96,124,20,22
100,120,21,28
59,133,39,39
75,185,35,44
79,202,35,55
77,200,33,57
67,181,47,36
72,180,42,39
68,175,52,36
57,197,31,55
53,197,30,54
48,195,30,54
44,184,30,55
36,175,30,49
30,175,29,46
28,173,31,46
22,154,24,33
20,152,21,36
16,150,18,39
15,150,19,32
6,147,19,36
0,144,22,39
0,147,27,34
0,144,28,38
26,133,39,32
19,95,50,52
13,108,58,51
40,55,67,50
78,77,30,32
83,81,26,24
84,82,26,22
86,85,25,23
86,92,24,22
86,92,26,20
92,95,25,20
79,100,31,23
82,101,31,23
85,104,27,27
98,112,29,22
97,118,31,22
103,120,33,18
93,125,40,23
105,124,28,37
115,124,19,37
106,129,26,37
117,135,33,22
113,142,39,24
128,141,26,27
136,144,28,22
144,151,26,19
146,152,31,21
155,154,26,22
159,157,29,22
168,161,25,25
174,164,23,28
180,168,24,29
185,170,25,34
192,176,25,37
197,181,29,39
202,186,29,36
207,188,29,36
208,190,30,39
211,190,31,41
210,194,27,37
203,213,41,26
215,197,27,37
165,160,32,31
177,142,34,25
184,133,33,23
184,123,32,27
191,110,28,21
194,101,29,24
192,94,30,20
189,87,34,19
194,63,32,28
181,48,28,21
181,41,31,22
176,34,30,21
173,23,25,26
168,15,25,26
167,10,26,31
158,3,26,31
154,0,26,36
152,0,28,40
142,0,31,29
134,0,38,42
131,32,33,41
121,34,42,37
122,34,35,35
118,57,37,24
117,64,34,24
112,65,30,24
94,62,29,46
86,58,33,55
86,56,30,59
85,57,30,63
69,73,38,69
67,77,35,67
60,90,38,66
59,101,41,67
52,111,46,65
54,154,38,44
43,157,38,44
44,164,36,47
47,187,32,32
43,201,31,21
38,210,32,18
40,204,27,25
35,207,33,24
34,201,25,34
27,219,34,21
33,219,29,18
35,218,27,17
29,217,25,17
22,224,29,25
19,217,24,28
19,220,27,23
18,220,29,22
17,217,26,26
17,218,28,26
18,213,27,21
23,206,26,25
28,208,27,22
34,207,27,23
42,206,28,20
46,205,30,18
53,205,31,19
64,205,31,21
72,207,30,21
79,212,29,18
90,216,28,17
103,222,30,16
110,225,33,15
117,225,32,19
123,225,32,22
136,233,30,15
145,236,31,15
151,237,32,18
143,201,28,28
140,178,31,33
150,129,27,38
148,125,27,44
142,116,25,42
137,123,28,42
132,129,23,44
130,129,26,39
124,127,22,37
117,126,24,36
115,129,24,41
113,130,24,38
110,130,22,37
109,137,22,37
105,137,22,39
103,144,24,38
103,146,24,40
103,150,24,40
102,154,22,39
104,159,25,36
105,166,27,35
104,166,29,40
106,169,28,41
108,172,29,40
110,175,29,40
113,178,28,38
115,180,26,37
117,181,27,36
121,181,25,36
123,179,24,35
126,180,25,34
128,177,27,35
132,172,26,38
132,174,25,36
135,173,21,36
134,173,26,38
136,173,26,34
137,174,25,33
145,170,24,36
138,165,27,34
139,165,27,32
138,158,27,35
137,153,28,36
138,154,27,32
138,150,26,32
138,144,24,36
136,137,26,36
136,131,28,35
135,129,26,36
131,123,30,37
132,121,26,39
131,114,28,40
124,109,30,41
123,107,32,45
120,106,31,43
119,106,29,43
114,108,31,43
113,108,28,43
110,111,30,41
98,114,40,35
72,112,59,32
102,121,26,36
107,125,21,33
106,126,22,35
102,132,24,34
101,131,25,38
102,137,26,35
103,143,27,33
105,143,29,35
106,149,30,32
106,154,29,33
110,156,31,32
112,158,29,34
116,162,29,33
119,166,30,32
127,167,30,32
132,168,29,34
138,168,31,34
145,169,33,35
151,169,31,35
162,171,31,33
171,172,29,29
178,170,25,30
186,169,25,29
191,168,23,27
195,162,25,29
202,157,25,29
209,156,21,29
208,156,26,28
215,152,23,26
220,149,26,24
220,146,24,26
222,144,26,29
221,137,29,30
227,132,30,28
225,132,32,26
224,126,32,27
223,126,32,25
218,122,28,24
220,125,32,19
216,117,27,24
217,121,37,19
219,120,38,19
227,121,34,18
213,111,35,18
203,101,23,29
199,99,22,38
169,119,46,32
168,119,47,36
162,143,54,22
163,139,54,22
