120,90,38,54
120,93,36,53
123,96,37,54
130,98,36,56
139,102,37,58
154,108,34,57
171,111,36,56
188,115,31,55
205,117,31,54
225,118,30,50
242,117,29,48
256,116,31,46
270,111,32,44
278,107,33,43
283,104,35,39
286,101,36,40
286,100,36,39
284,100,37,35
281,102,38,36
277,103,37,39
270,108,37,38
264,112,35,41
256,115,35,44
240,117,36,47
222,117,39,51
203,118,42,53
184,116,45,53
166,112,48,54
149,107,51,54
138,100,47,55
127,92,46,56
118,88,44,55
113,86,42,54
116,84,36,49
117,85,38,56
122,87,38,56
129,91,38,55
140,97,37,55
157,103,34,57
175,110,34,56
193,117,34,57
212,121,32,57
231,124,30,55
249,123,28,54
259,121,29,52
267,119,30,45
276,112,31,44
277,108,33,46
277,105,29,41
274,104,32,43
271,104,27,44
264,106,27,44
256,112,24,44
247,118,20,46
233,122,19,48
218,125,18,49
200,127,22,50
180,128,25,45
162,125,30,48
141,122,36,44
128,118,37,44
116,111,40,44
107,107,43,42
101,103,45,40
97,100,46,39
98,101,47,38
101,101,47,37
108,104,47,39
115,107,47,42
127,112,46,44
141,118,47,47
164,121,43,50
181,125,47,53
203,126,46,51
221,128,44,51
238,124,46,52
258,123,43,50
273,117,40,51
287,113,35,48
293,109,38,49
298,103,34,42
299,100,34,44
298,99,32,43
296,99,32,42
288,101,31,46
282,107,29,46
270,113,28,46
256,120,26,46
238,126,27,43
219,129,27,47
195,129,33,51
171,126,34,52
148,124,41,54
125,116,41,55
110,112,45,56
91,105,46,55
86,103,43,52
79,98,37,53
75,96,34,53
76,96,34,48
77,97,37,50
82,101,38,49
90,105,39,48
102,112,39,50
118,118,38,52
134,124,38,51
154,129,39,53
172,132,41,53
190,135,46,54
212,134,44,53
228,135,44,51
243,130,43,51
260,127,39,48
275,126,33,44
282,122,30,42
285,121,27,38
285,119,27,35
282,122,25,30
277,124,29,32
271,127,33,33
265,129,32,33
259,133,33,35
249,134,36,42
235,137,39,45
223,138,36,46
209,137,31,48
197,135,24,48
183,131,26,49
167,127,35,48
149,122,43,44
136,116,48,44
127,115,52,42
127,115,50,41
127,114,47,43
128,115,44,46
134,115,42,49
143,118,38,54
155,124,33,58
169,129,30,59
187,134,26,57
203,141,28,56
218,146,33,52
234,149,36,48
250,150,38,48
265,148,39,45
278,146,38,44
286,143,38,40
291,138,37,37
296,135,34,36
298,130,32,34
299,125,29,35
300,123,24,36
299,124,20,38
296,125,16,40
290,128,17,40
280,131,20,42
266,132,28,43
250,135,35,43
232,138,42,45
218,137,42,45
203,138,43,46
188,135,41,46
175,129,39,45
161,124,37,45
148,115,36,49
134,107,38,53
126,101,35,56
121,95,36,59
119,89,35,52
117,91,32,62
120,90,34,64
125,96,36,63
135,102,36,63
149,108,38,64
167,118,42,64
185,123,44,64
206,130,44,59
226,137,42,55
243,140,39,48
258,140,39,47
271,139,38,43
277,137,36,40
284,133,35,36
286,129,36,35
289,124,33,34
288,119,34,33
288,118,31,28
286,116,32,30
282,117,30,28
277,117,29,31
271,118,27,31
263,121,27,35
252,122,26,38
243,125,24,40
232,129,22,43
220,131,20,44
205,134,21,48
189,132,25,49
174,130,29,50
159,125,33,52
147,120,38,51
135,115,44,51
130,111,46,50
126,109,49,47
125,107,52,48
129,107,52,48
135,108,54,48
148,110,50,53
161,113,48,57
174,117,47,58
191,122,46,57
208,126,46,55
226,129,43,54
239,130,42,52
254,127,39,50
263,126,38,47
271,123,34,42
276,119,32,40
279,114,31,40
281,109,31,37
279,106,31,32
278,103,32,33
276,101,32,33
274,103,30,37
271,105,31,35
262,111,32,29
258,118,30,27
253,122,29,32
245,126,27,36
239,130,23,39
227,133,19,44
213,137,21,48
199,137,21,53
183,136,23,56
163,131,30,62
147,126,39,64
131,120,47,67
120,108,57,68
121,103,61,68
120,97,64,67
122,96,68,68
130,97,68,70
141,102,67,66
158,108,62,65
179,117,55,64
194,123,48,61
214,132,40,56
231,137,33,52
246,141,27,49
260,143,19,47
272,142,16,44
278,135,17,42
282,130,18,40
281,126,22,43
283,121,25,39
285,116,25,34
283,112,27,30
282,110,25,28
281,107,25,28
280,107,24,25
280,109,21,24
