threshold,precision
0,2.1320825115931986e-05
1,0.024433665582858057
2,0.07049730824582912
3,0.11876765630829914
4,0.15989552795693193
5,0.19309205266243804
6,0.22039336922338895
7,0.24389957891370395
8,0.2631309631682746
9,0.279622621395448
10,0.2942273865998614
11,0.30891743510473857
12,0.32196578007568893
13,0.33447044400618303
14,0.34638878524598904
15,0.3574223122434838
16,0.36721923138425455
17,0.37640850700922124
18,0.3860241991365066
19,0.39500026651031395
20,0.40340067160599113
21,0.411918341239806
22,0.4200309151964181
23,0.42785565801396513
24,0.4357017216566281
25,0.4438356164383562
26,0.4512446031661425
27,0.45810990885347264
28,0.4649965353659187
29,0.47179787857790095
30,0.4783113906508182
31,0.4846969777730398
32,0.4911358669580513
33,0.4969990938649326
34,0.5030861894355312
35,0.5088961142796227
36,0.5147700015990618
37,0.5207185118064069
38,0.5261020201481797
39,0.5317093971536698
40,0.5371995096210224
41,0.5428068866265124
42,0.5479345450668941
43,0.5531794680454134
44,0.5581152390597516
45,0.5636053515271041
46,0.5688929161558552
47,0.5741911411971643
48,0.5795639891263792
49,0.5847236288044347
50,0.5896274185810991
