sequence,frames,auc,pr20,mean_iou,mean_center_error,failure_rate_iou_010,category_tags
video_0004,1233,0.015883340158833407,0.0113544201135442,0.01207590543264295,82.53287455228616,0.9878345498783455,all
dvSave-2021_02_06_17_21_41_personFootball,572,0.01798449075676797,0.017482517482517484,0.00827064118987492,166.90631668544427,0.9807692307692307,all
video_0054,1075,0.018816486299792767,0.05674418604651163,0.009549309123214996,101.58370197024291,0.9637209302325581,all
tennis_long_003,1236,0.02129193501874459,0.04288025889967637,0.014119034422959595,133.37316697965244,0.9587378640776699,all
video_0021,1109,0.023149925452419003,0.018935978358881875,0.01351424052063614,137.46737656640246,0.975653742110009,all
video_0032,1932,0.02367115593546932,0.10662525879917184,0.01903420536601172,61.89165590500931,0.984472049689441,all
dvSave-2021_02_06_17_57_54_personFootball,974,0.02406123569235774,0.351129363449692,0.020337986901665054,36.988987870863795,0.9753593429158111,all
dvSave-2021_02_15_13_01_16_Duck,297,0.02670267026702671,0.04377104377104377,0.017271071742931875,163.5682219536218,0.9595959595959596,all
video_0039,269,0.03474548198314255,0.275092936802974,0.026908875302735558,43.62018833031408,0.9182156133828996,all
dvSave-2021_02_15_10_22_23_basketball,193,0.04021956599805059,0.07772020725388601,0.03220412085080439,80.05785779387489,0.9222797927461139,all
dvSave-2021_02_14_16_22_06,553,0.04023060533901494,0.02531645569620253,0.03459161167715631,144.83066879729773,0.9493670886075949,all
00514_person_outdoor6,80,0.04108910891089111,0.0375,0.03177172436631575,85.20701467394478,0.9625,all
video_0067,1552,0.04170281718893539,0.07667525773195877,0.032443421037376824,73.99264274256767,0.9329896907216495,all
tennis_long_006,938,0.042675589520572516,0.08742004264392324,0.035239212417812145,144.34507963589192,0.9371002132196162,all
dvSave-2021_02_16_17_38_25,696,0.0433168316831683,0.040229885057471264,0.037132790650363096,92.44339662542238,0.9137931034482759,all
dvSave-2021_02_15_10_12_19_basketball,1117,0.04550732602356026,0.38764547896150403,0.03884247753645245,47.53942265896596,0.9068934646374217,all
UAV_long_001,2078,0.04593621056042082,0.08902791145332051,0.0385467123215914,66.78846520092559,0.9239653512993262,all
dvSave-2021_02_06_10_09_04_bottle,518,0.046121793646546144,0.055984555984555984,0.038771899981069766,112.67308411468379,0.9227799227799228,all;small_rigid_object
00471_UAV_outdoor6,48,0.04620462046204618,0.16666666666666666,0.03723726617018813,62.9562109012565,0.9375,all
dvSave-2021_02_06_10_14_17_paperClip,860,0.04676490904904444,0.06627906976744186,0.04125428735869276,111.70416903153647,0.9337209302325581,all
dvSave-2021_02_15_10_14_18_chicken,1032,0.05616317445698058,0.11337209302325581,0.04753381423942725,158.993615779237,0.8711240310077519,all
dvSave-2021_02_06_17_33_01_personBasketball,898,0.06053055194160841,0.10356347438752785,0.05250365470672378,125.65199085997045,0.8864142538975501,all
dvSave-2021_02_15_12_45_02_Duck,463,0.06453820328037123,0.19654427645788336,0.0561812849858677,104.91681613474256,0.8012958963282938,all
dvSave-2021_02_15_10_23_05_basketall,1000,0.06462376237623764,0.122,0.056975888700991066,119.05016507758457,0.875,all
dvSave-2021_02_06_09_36_15_Pedestrian,407,0.06524436227406523,0.21375921375921375,0.05739023500011686,72.30900990379855,0.8132678132678133,all
dvSave-2021_02_15_13_10_54_person,228,0.06822129581379191,0.09649122807017543,0.059793733683835615,143.3724355043436,0.8859649122807017,all
dvSave-2021_02_04_20_56_55,116,0.06828269033799933,0.08620689655172414,0.05988280740849293,89.7703024148159,0.8793103448275862,all
dvSave-2021_02_15_23_56_17,540,0.07332233223322332,0.06296296296296296,0.06823502043750777,68.63903777775715,0.8055555555555556,all
00490_UAV_outdoor6,75,0.0737953795379538,0.10666666666666667,0.0657101261364702,113.55012706741677,0.88,all
dvSave-2021_02_15_12_44_27_chicken,206,0.07661251562049406,0.15048543689320387,0.06909063263271181,41.68753940364831,0.8543689320388349,all
video_0076,70,0.08642149929278639,0.08571428571428572,0.07955538782084319,52.54415041076499,0.7571428571428571,all
dvSave-2021_02_15_10_23_05_boyhead,1153,0.08749452568847518,0.2489158716392021,0.08070546232039646,72.79453402679657,0.6799653078924545,all
dvSave-2021_02_06_10_03_17_GreenPlant,2139,0.08823869764255528,0.020570359981299673,0.08368519446608506,88.28652227534387,0.5829827021972884,all
video_0058,933,0.08852525123895023,0.13290460878885316,0.08007617442403688,92.84100327636493,0.872454448017149,all
video_0073,482,0.09613409473727456,0.16597510373443983,0.0880415096754227,82.66079763606663,0.8340248962655602,all
dvSave-2021_02_06_10_17_16_paperClips,1471,0.09785893613154652,0.13392250169952413,0.08949997178931277,138.3861823615776,0.8687967369136642,all
dvSave-2021_02_06_09_35_08_Pedestrian,811,0.09826519026748547,0.12577065351418001,0.09019182696490782,92.54405694246958,0.842170160295931,all
dvSave-2021_02_14_16_53_15_flag,1089,0.10619243742556071,0.009182736455463728,0.10201134450686859,86.99462528796377,0.4931129476584022,all
dvSave-2021_02_06_17_47_49_personBasketball,903,0.10953587053057465,0.1450719822812846,0.10193420167150574,99.80610088777516,0.7940199335548173,all
dvSave-2021_02_06_17_45_17_personBasketball,564,0.11531844673829085,0.13297872340425532,0.10871597372606995,64.36146964370212,0.6773049645390071,all
dvSave-2021_02_06_08_56_40_windowPattern2,178,0.11608632773389696,0.21348314606741572,0.11015371121297794,82.45840269843815,0.6966292134831461,all
00511_person_outdoor6,89,0.12125931694293021,0.07865168539325842,0.11411091146432704,118.33518914431089,0.7191011235955056,all
dvSave-2021_02_12_13_43_54,1039,0.12236632710431776,0.11838306063522618,0.1183493255221641,75.25733528360522,0.5899903753609239,all
dvSave-2021_02_06_17_31_03_personBasketball,524,0.1224586199077923,0.1431297709923664,0.1177588337798202,45.77959819304034,0.5534351145038168,all
dvSave-2021_02_12_13_39_56,1531,0.12658522547225332,0.06401045068582625,0.12279271380975694,70.9099496979611,0.45852384062704116,all
video_0005,632,0.13302105527008398,0.058544303797468354,0.12841754934531632,78.06432638903318,0.5474683544303798,all
tennis_long_002,773,0.13665415700690378,0.5265200517464425,0.13121020028952515,36.79392608953852,0.4463130659767141,all
tennis_long_007,1512,0.13802451673738797,0.24272486772486773,0.1317065872810423,88.47204809110325,0.7863756613756614,all
roadLight_001,375,0.14183498349834983,0.14666666666666667,0.13759664270746214,50.910416439666406,0.7386666666666667,all
dvSave-2021_02_06_17_49_51_personBasketball,263,0.14358317961073674,0.17110266159695817,0.13626741286767619,86.62191180410632,0.779467680608365,all
00451_UAV_outdoor6,89,0.14662365112915787,0.20224719101123595,0.14014442760115922,60.24050199851453,0.651685393258427,all
dvSave-2021_02_06_17_41_45_personBasketball,644,0.14786913473956093,0.20496894409937888,0.14072906788039297,92.50959807921842,0.7888198757763976,all
dvSave-2021_02_06_17_51_05_personBasketball,745,0.149019868429796,0.17181208053691274,0.14247490578712096,60.43426861918284,0.640268456375839,all
tennis_long_004,453,0.1544598168426114,0.32671081677704195,0.14774290977359075,71.47667322555137,0.6666666666666666,all
video_0008,65,0.16115765422696116,0.23076923076923078,0.15473276421332882,107.27819796277859,0.6923076923076923,all
dvSave-2021_02_15_13_27_20_bottle,814,0.16472863502566465,0.11547911547911548,0.16027795827862582,83.37292811697696,0.39803439803439805,all;small_rigid_object
dvSave-2021_02_04_20_41_53,1119,0.16764437837885662,0.006255585344057194,0.16424680294850436,70.67880653677965,0.04647006255585344,all
dvSave-2021_02_16_17_34_11,1372,0.16931992033022547,0.1392128279883382,0.16610207036626806,42.41210792930365,0.20408163265306123,all
dvSave-2021_02_15_10_26_11_chicken,702,0.1772728554906773,0.13105413105413105,0.1730924256995152,68.82984975428141,0.5056980056980057,all
dvSave-2021_02_06_17_27_53_personFootball,656,0.17756882395556625,0.33384146341463417,0.17218505739303389,73.71405151785414,0.5015243902439024,all
dightNUM_001,535,0.17855093920607018,0.18504672897196262,0.17198714097218024,107.46741155468047,0.708411214953271,all
dvSave-2021_02_06_15_17_48_whitecar,111,0.18035857639818037,0.1891891891891892,0.17451429897703538,73.32704902268542,0.6036036036036037,all
dvSave-2021_02_06_10_05_38_phone,2297,0.1846791122298995,0.13582934262080976,0.1805170032505157,82.52617364786616,0.5393992163691772,all
dvSave-2021_02_15_13_13_44_whitecar,106,0.19157481785914443,0.4056603773584906,0.18629832055833484,51.46456820751453,0.6226415094339622,all
dvSave-2021_02_15_13_12_45_redcar,116,0.19554455445544547,0.33620689655172414,0.18967378576660085,44.032123775909426,0.6379310344827587,all
dvSave-2021_02_06_17_20_28_personFootball,520,0.199980959634425,0.3346153846153846,0.19403498017868478,71.77560328108163,0.65,all
dvSave-2021_02_06_17_15_20_whitecar,577,0.2001647305111794,0.3240901213171577,0.19607643627382496,39.61867756627843,0.4558058925476603,all
dvSave-2021_02_04_21_18_52,312,0.20227215029195222,0.3333333333333333,0.19691330501726229,82.40226659027422,0.5608974358974359,all
dvSave-2021_02_15_13_02_21_Chicken,504,0.2031274556027031,0.35912698412698413,0.19689344581783952,64.68543156930447,0.626984126984127,all
dvSave-2021_02_08_21_07_52,93,0.21185989566698607,0.2903225806451613,0.20557139057236265,63.29440212699096,0.7096774193548387,all
dvSave-2021_02_06_17_36_49_personBasketball,598,0.21209311566608172,0.36789297658862874,0.2069055617630633,31.980399046666165,0.5986622073578596,all
dvSave-2021_02_06_10_11_59_paperClips,994,0.21680578520628724,0.4507042253521127,0.21324902839976975,26.3749150484325,0.4597585513078471,all
dvSave-2021_02_15_10_22_23_boyhead,296,0.21721969494246726,0.3581081081081081,0.21161767990971148,64.65265562550671,0.6486486486486487,all
dvSave-2021_02_15_13_14_18_blackcar,106,0.2354754343358864,0.4528301886792453,0.2305133479918307,75.13085973750182,0.5754716981132075,all
dvSave-2021_02_16_17_42_50,808,0.23931477306146448,0.41955445544554454,0.23431445461668068,72.02953064137012,0.4938118811881188,all
00508_person_outdoor6,87,0.24547627176510764,0.28735632183908044,0.24059038270719946,111.54651127599234,0.4827586206896552,all
video_0026,690,0.24687903572965988,0.5072463768115942,0.24235102001578104,58.368417167959755,0.41594202898550725,all
video_0029,1097,0.2483099722916685,0.38012762078395623,0.24383343540481242,53.64060794433098,0.5432999088422972,all
dvSave-2021_02_06_09_36_44_Pedestrian,45,0.26864686468646864,0.37777777777777777,0.263448939179345,80.22674519302248,0.6222222222222222,all
dvSave-2021_02_16_17_29_37,1162,0.2747993387979073,0.49311531841652323,0.27239072102555345,25.780042567796254,0.20654044750430292,all
dvSave-2021_02_04_21_21_24,200,0.2809900990099009,0.385,0.27635543903862986,52.64241717651712,0.565,all
00404_UAV_outdoor6,89,0.2891311603070419,0.3146067415730337,0.2847621914238965,51.8089307486956,0.5280898876404494,all
dvSave-2021_02_06_15_15_36_redcar,101,0.2909518674639741,0.7821782178217822,0.287936830209676,12.047987605004884,0.27722772277227725,all
00425_UAV_outdoor6,88,0.2941044104410441,0.375,0.2924515374122174,24.854181607019346,0.125,all
dvSave-2021_02_16_17_07_38,803,0.2943417629434175,0.14072229140722292,0.29224011054555843,37.86436690804269,0.05977584059775841,all
dvSave-2021_02_12_13_56_29,722,0.29713940923178184,0.4695290858725762,0.29304722953831586,51.370293691754995,0.5138504155124654,all
dvSave-2021_02_04_20_49_43,1666,0.31208324914124064,0.2695078031212485,0.31016364410395725,31.742890798349357,0.19387755102040816,all
dvSave-2021_02_06_15_08_41_flag,613,0.31305218613215324,0.5383360522022839,0.3094468576333895,44.94905123649557,0.3866231647634584,all
dvSave-2021_02_15_13_04_57_Duck,519,0.31519105667792213,0.45664739884393063,0.31132072763724156,70.68566497346166,0.5163776493256262,all
dvSave-2021_02_15_13_28_20_cash,722,0.31621458544746434,0.27146814404432135,0.31402901701106006,48.486076625205946,0.25346260387811637,all
dvSave-2021_02_06_09_58_27_DigitAI,942,0.33260810157448856,0.13588110403397027,0.3308606003011801,52.43120303868181,0.07006369426751592,all
dvSave-2021_02_08_21_05_56_motor,67,0.33944140682724977,0.8656716417910447,0.3375676597968043,9.30804757835297,0.1791044776119403,all
dvSave-2021_02_06_17_53_39_personFootball,971,0.3525507030620673,0.6622039134912462,0.3496793017113781,23.7912521627679,0.35427394438722964,all
dvSave-2021_02_06_15_18_36_redcar,177,0.3559881411870001,0.4463276836158192,0.3539439433551217,30.033128630690722,0.1638418079096045,all
video_0015,344,0.356262951876583,0.41569767441860467,0.354763004366692,29.07517482618178,0.055232558139534885,all
dvSave-2021_02_15_13_08_12_blackcar,259,0.35823234833135825,0.5752895752895753,0.35608915980307443,43.493133721568135,0.33976833976833976,all
dvSave-2021_02_06_17_23_26_personFootball,704,0.3625534428442844,0.7059659090909091,0.3607980482815613,15.136759624423059,0.27698863636363635,all
dvSave-2021_02_06_09_24_26_Pedestrian1,252,0.36924406726386916,0.7063492063492064,0.3671803785442909,14.449218921495545,0.1865079365079365,all
00435_UAV_outdoor6,89,0.3702302814551118,0.24719101123595505,0.3681513243437724,47.44572896194907,0.2808988764044944,all
dvSave-2021_02_16_17_23_10,1945,0.37712336786377865,0.49408740359897174,0.3759352478849046,27.539732116086448,0.07352185089974293,all
dvSave-2021_02_06_17_16_26_whitecar,506,0.378585684655422,0.5335968379446641,0.37631351914100636,42.28461627026875,0.233201581027668,all
00510_person_outdoor6,58,0.38033458518265606,0.5517241379310345,0.3780694762932286,56.52797575205105,0.3448275862068966,all
dvSave-2021_02_15_12_53_54_personHead,459,0.38326969951897144,0.6296296296296297,0.38115633677829175,21.39732685833084,0.3137254901960784,all
dvSave-2021_02_15_13_09_09_person,782,0.38825301967536924,0.649616368286445,0.3856838635282614,24.427887440330345,0.319693094629156,all
tennis_long_001,650,0.4013861386138613,0.6553846153846153,0.39905046083376156,43.20772312073858,0.2876923076923077,all
video_0018,290,0.41194947080914984,0.2,0.41107204819883175,33.94203946903771,0.027586206896551724,all
dvSave-2021_02_16_17_15_53,1504,0.43748025068464286,0.523936170212766,0.436304609190834,38.28969937883953,0.1535904255319149,all
