threshold,precision
0,0.0002945797329143755
1,0.014728986645718775
2,0.05665750196386488
3,0.1239198743126473
4,0.20591123330714847
5,0.2941869599371563
6,0.3807934014139827
7,0.4630793401413983
8,0.5381971720345641
9,0.6032010997643362
10,0.658483896307934
11,0.7096425765907306
12,0.7500981932443048
13,0.7885899450117831
14,0.8223684210526315
15,0.855164964650432
16,0.8769638648860958
17,0.8927729772191674
18,0.9034760408483896
19,0.9135899450117831
20,0.9191869599371564
21,0.9235074626865671
22,0.9258641005498822
23,0.927336999214454
24,0.9285153181461115
25,0.9299882168106834
26,0.930675569520817
27,0.9312647289866457
28,0.9326394344069128
29,0.9332285938727416
30,0.9338177533385703
31,0.9345051060487038
32,0.9350942655145326
33,0.9354870384917517
34,0.9354870384917517
35,0.9356834249803614
36,0.9358798114689709
37,0.9360761979575806
38,0.9362725844461901
39,0.9363707776904949
40,0.9367635506677141
41,0.9368617439120188
42,0.937254516889238
43,0.9374509033778476
44,0.9376472898664572
45,0.937745483110762
46,0.9379418695993715
47,0.9382364493322859
48,0.9384328358208955
49,0.9385310290652004
50,0.9387274155538099
