threshold,precision
0,0.0004355984452486262
1,0.02060715721753116
2,0.07597842112317384
3,0.15681544028950542
4,0.24668275030156817
5,0.3406547379707814
6,0.4255629272215521
7,0.506969575123978
8,0.5750067015145423
9,0.6337287226913283
10,0.6809241388553813
11,0.7196756466961534
12,0.7483748827234955
13,0.7725338426484385
14,0.7924876021980968
15,0.8082864227315373
16,0.8194947058035116
17,0.8280558906312827
18,0.8344558370191664
19,0.839616003216727
20,0.8436536657284547
21,0.8471049457177322
22,0.8498023053210025
23,0.8520473126926685
24,0.8539907519099317
25,0.855448331322879
26,0.8568221418040477
27,0.8578273689853907
28,0.8587823348076665
29,0.859754054416298
30,0.8604912210159497
31,0.8611948800428897
32,0.8617477549926283
33,0.8623843988741455
34,0.862887012464817
35,0.863238841978287
36,0.86365768663718
37,0.8641770540142072
38,0.8644953759549658
39,0.8648639592547915
40,0.8650985122637717
41,0.8656178796407988
42,0.8659194477952017
43,0.8662042621632489
44,0.8667068757539204
45,0.8672765044900147
46,0.8675278112853505
47,0.867913148371532
48,0.8683152392440692
49,0.8688848679801635
50,0.8693707277844793
