sequence,frames,auc,pr20,mean_iou,mean_center_error,failure_rate_iou_010,category_tags
giraffe222,2390,0.33659223662952065,0.6702928870292887,0.33366108464417704,56.85664276124164,0.26569037656903766,all;large_or_deformable_object
fighter_mul,2000,0.3612425742574258,0.6185,0.35806653267210914,44.40472176120104,0.368,all;similar_or_multiple_objects
giraffe_motion,1500,0.38595379537953795,0.6593333333333333,0.3833444691379087,43.07908462091582,0.28733333333333333,all;fast_motion;large_or_deformable_object
cup222,2010,0.38730111817151863,0.6900497512437811,0.3849903259358418,31.984176256012553,0.2855721393034826,all;small_rigid_object
dove_mul,1930,0.4535730775150054,0.7088082901554404,0.4517969666394784,36.7111234900368,0.26476683937823836,all;similar_or_multiple_objects
ship_motion,2301,0.5098859299228489,0.9578444154715341,0.5099044858343696,11.93583773324766,0.03172533681008257,all;fast_motion
airplane_mul222,2051,0.5180810133670608,0.8278888347147733,0.5174203559512914,19.0922796300655,0.16284739151633348,all;similar_or_multiple_objects
elephant222,2290,0.5289376972631761,0.8126637554585153,0.5284097777044336,26.394365097352598,0.17117903930131004,all;large_or_deformable_object
star_mul,2160,0.5313118811881188,0.9949074074074075,0.5315328662696218,7.087312474966203,0.0023148148148148147,all;similar_or_multiple_objects
star_mul222,2036,0.5411552451905308,0.8020628683693517,0.5406181812132732,26.608425716244565,0.19204322200392926,all;similar_or_multiple_objects
giraffe_low,2267,0.5454017391152437,0.9519188354653727,0.5458209097832172,21809.50235503203,0.009704455227172474,all;low_event_density;large_or_deformable_object
star_motion,2122,0.5756525228394659,0.9844486333647502,0.5763624371586611,7.198823722638243,0.01413760603204524,all;fast_motion
bike222,1899,0.5792053138963186,0.9031068983675619,0.5797086426778683,19.284782142904803,0.08109531332280147,all
truck_hdr,1969,0.5980419270977375,0.9923819197562215,0.598774168024623,7.746567814695413,0.0015236160487557136,all;high_dynamic_range
tower333,2401,0.6028140090143959,0.9950020824656394,0.6037741059498913,7.23644396439472,0.00041649312786339027,all;large_or_deformable_object
bottle_mul222,1101,0.6215591586406597,0.8746594005449592,0.6226723617403198,13.800752258933445,0.03996366939146231,all;similar_or_multiple_objects;small_rigid_object
whale_mul222,2171,0.6409237883714672,0.9189313680331644,0.642260683828189,14.98737880987477,0.04237678489175495,all;similar_or_multiple_objects;large_or_deformable_object
ship,967,0.6427247688574441,1.0,0.6441803497174725,5.916330876857128,0.0,all
bike_low,1290,0.6456289815028012,0.9961240310077519,0.6470118441033497,11.926010396289291,0.0,all;low_event_density
bike333,2001,0.6765577607235984,0.9880059970014993,0.6783366396790895,5.693333207322647,0.004497751124437781,all
star,1156,0.6867141731474184,1.0,0.6885556843560491,3.6715957846515597,0.0,all
dog_motion,2788,0.6939003082517722,0.9885222381635581,0.6958038971386793,7.647680769712444,0.002152080344332855,all;fast_motion
cup_low,1933,0.6973360036469246,0.9958613554061045,0.6992742901305004,7.802976240281092,0.0,all;low_event_density;small_rigid_object
box_hdr,1948,0.6975623640392787,0.9584188911704312,0.6995087780583342,7.897545600473907,0.005646817248459959,all;high_dynamic_range;small_rigid_object
truck,1131,0.6989608775201128,1.0,0.7009076880607529,3.3516947149637843,0.0,all
box_low,2084,0.7149427034833999,0.9990403071017274,0.7171689469489105,8.598491905911716,0.0,all;low_event_density;small_rigid_object
dog,642,0.7469078683569291,1.0,0.7495262253807363,3.4913755375826283,0.0,all
dove_motion,2202,0.7527675110835333,0.971843778383288,0.7552435726663171,8.03365701511414,0.0,all;fast_motion
tower,1144,0.774925569480025,0.9991258741258742,0.7777809655282828,3.9732589562445635,0.0,all;large_or_deformable_object
dove_mul222,1297,0.7766055711199493,0.9799537393986122,0.7793170562523335,6.709958696806896,0.0,all;similar_or_multiple_objects
cow_mul222,2231,0.7838113708278043,0.9887942626624832,0.7866618019209977,6.35084899800588,0.010309278350515464,all;similar_or_multiple_objects
tank_low,2276,0.8276853608032155,1.0,0.8309537794637105,2.485446456617996,0.0,all;low_event_density
