threshold,precision
0,0.0006701514542286557
1,0.022316043425814235
2,0.08358464012866908
3,0.1706875753920386
4,0.26854644149577805
5,0.36777911808068625
6,0.45590403431175447
7,0.5422698029754724
8,0.6161875083768932
9,0.6783943171156681
10,0.7307331456909262
11,0.7726008577938615
12,0.8072811955501944
13,0.8358799088594022
14,0.8563362819997319
15,0.8729392842782469
16,0.884331859000134
17,0.8925747218871465
18,0.8993264977885002
19,0.904419648840638
20,0.9083065272751641
21,0.9117578072644418
22,0.9144384130813564
23,0.9165996515212438
24,0.9185765983112183
25,0.9198331322878971
26,0.9212907117008444
27,0.9222791850958316
28,0.9232341509181075
29,0.9237702720814904
30,0.9243901621766519
31,0.9248090068355448
32,0.9253283742125721
33,0.9259482643077336
34,0.9263000938212036
35,0.9266184157619622
36,0.927104275566278
37,0.9275901353705938
38,0.9279419648840638
39,0.9283273019702453
40,0.9287293928427824
41,0.9292990215788768
42,0.9298351427422598
43,0.9302707411875084
44,0.930706339632757
45,0.9312592145824956
46,0.9317953357458786
47,0.9322476879774829
48,0.9326497788500201
49,0.9330853772952687
50,0.9334707143814502
