163	149	34	47
167	145	34	36
163	150	38	39
161	145	38	48
161	145	37	50
162	145	37	52
164	148	35	51
169	147	33	53
168	150	36	51
169	152	36	50
171	151	35	52
173	151	35	53
174	153	35	53
174	153	35	53
178	150	33	59
178	150	35	59
177	155	37	52
186	154	28	50
179	156	32	47
175	158	34	47
183	165	31	41
186	161	32	48
190	164	31	47
188	165	30	44
192	165	31	43
190	161	32	52
179	156	47	54
174	152	52	64
192	155	31	55
189	157	37	53
190	172	32	37
194	169	32	39
195	167	34	39
205	164	31	41
212	170	29	32
213	166	28	37
209	169	30	37
212	165	31	44
211	160	30	48
202	164	34	41
198	162	35	39
194	161	34	42
190	159	32	42
182	154	35	45
181	152	34	46
175	156	36	43
166	155	35	43
162	158	33	42
158	164	36	39
145	172	41	44
134	176	40	46
125	179	44	50
117	180	42	49
109	179	41	50
99	178	44	48
86	174	46	47
73	167	42	50
68	165	37	51
67	160	35	52
58	157	39	51
54	156	43	49
58	160	39	46
58	154	39	48
63	149	35	50
67	148	35	49
71	141	36	53
76	135	36	53
83	132	37	52
89	125	38	55
93	121	41	57
100	121	41	56
108	122	40	53
112	123	40	53
116	124	41	52
124	122	40	51
127	126	38	51
130	136	34	48
130	142	38	48
130	145	42	47
130	149	45	47
131	152	43	47
131	154	43	47
133	154	43	47
134	157	40	46
137	158	35	47
138	170	34	39
136	170	32	40
131	167	33	43
134	184	29	40
139	187	31	41
144	191	32	41
145	193	35	42
155	194	35	45
165	198	33	45
168	204	35	41
182	208	26	39
187	207	30	39
188	203	38	42
188	200	40	44
188	199	37	43
188	197	35	44
190	199	33	43
194	201	33	40
193	198	35	43
192	200	33	41
189	198	35	42
187	196	36	46
182	195	37	45
174	197	36	45
169	200	36	44
161	205	38	39
149	203	39	42
137	202	37	45
121	199	40	50
105	188	33	51
91	178	38	51
83	166	35	52
72	156	41	55
62	142	42	56
54	135	39	54
50	127	37	54
46	121	43	54
48	111	42	48
49	109	35	52
56	104	32	54
52	114	38	44
41	113	48	50
57	125	31	36
58	122	31	42
61	124	27	43
65	125	27	41
60	131	28	41
68	132	27	38
68	132	33	42
68	130	28	42
64	130	28	47
64	141	28	36
65	143	28	33
66	148	31	30
56	148	36	38
57	149	36	38
62	146	33	43
66	147	33	45
68	148	37	50
68	151	39	46
73	153	32	42
72	154	32	41
77	149	29	42
85	144	24	40
93	137	23	41
102	131	22	41
110	127	23	41
120	121	24	41
130	113	22	43
136	108	22	42
147	105	22	41
157	102	23	43
169	98	21	43
180	96	21	44
189	94	23	44
196	93	24	44
200	90	26	47
204	90	29	45
209	91	30	45
217	90	30	48
221	91	29	49
224	95	25	50
222	100	29	50
227	103	26	52
229	103	28	53
227	101	30	56
225	107	31	54
222	111	32	55
220	117	33	56
217	123	35	55
212	128	35	57
205	132	37	56
198	133	39	59
189	134	43	62
179	133	44	64
166	129	47	66
156	124	46	65
144	118	45	67
137	111	43	66
129	103	41	68
124	101	45	68
115	97	46	68
108	93	42	65
104	85	40	62
100	81	39	60
96	74	38	60
92	69	37	60
89	62	35	62
82	57	41	64
80	52	43	61
84	51	30	60
83	53	29	57
74	58	39	52
71	50	48	57
74	46	44	60
77	46	39	59
75	44	41	56
75	44	36	56
81	62	30	46
88	70	20	43
89	79	18	41
80	83	25	45
77	85	27	47
74	86	26	47
61	95	44	43
72	107	32	35
76	94	23	46
69	92	30	49
70	90	36	54
71	96	27	48
71	96	25	46
77	99	22	43
83	98	21	43
90	95	20	43
97	91	20	42
106	86	20	42
117	81	20	43
127	77	23	44
141	74	20	44
146	71	24	45
162	68	21	46
161	70	28	44
172	66	32	48
195	70	26	49
208	78	22	48
213	79	25	50
223	88	22	48
228	97	22	46
231	100	23	48
232	95	27	49
232	96	31	53
230	100	33	54
227	106	34	53
223	112	35	52
215	114	36	55
207	116	37	56
197	119	40	57
186	120	43	62
177	120	45	66
166	120	45	69
154	116	48	73
140	108	53	78
131	104	51	80
119	101	54	80
113	98	52	82
108	99	53	78
99	89	48	81
93	80	52	82
90	71	50	83
84	59	44	80
84	51	43	82
79	43	46	86
75	39	41	83
71	42	43	83
68	46	42	81
59	46	45	81
54	46	47	84
51	52	43	79
43	57	44	78
38	59	39	75
34	62	38	73
28	62	37	75
23	66	34	67
15	68	36	64
4	72	44	62
15	81	31	58
14	82	25	59
10	83	29	63
2	79	42	65
0	84	37	56
9	82	30	58
10	86	27	55
9	87	30	53
14	86	27	54
19	87	27	52
27	90	28	50
32	94	26	47
40	91	27	47
50	90	26	45
73	84	24	40
92	78	21	44
103	75	22	39
106	75	27	35
115	67	30	41
123	58	32	46
135	57	32	42
148	56	30	43
165	57	30	44
186	58	24	45
188	55	30	44
197	54	30	47
213	60	25	43
218	61	29	44
223	58	33	45
228	57	35	47
230	55	39	48
234	57	41	50
240	60	42	55
237	62	47	54
238	64	53	56
238	65	53	57
230	69	55	56
226	77	51	51
216	82	50	50
214	83	46	51
202	89	44	50
192	92	41	50
180	92	39	52
160	96	45	53
153	97	48	55
147	96	51	58
134	97	53	60
129	101	49	59
122	103	51	59
115	102	50	60
106	102	52	60
102	100	49	62
97	98	48	64
94	98	43	63
89	95	45	66
84	95	44	64
82	94	39	64
78	92	37	66
71	92	35	63
63	93	41	61
60	94	45	59
52	92	38	58
50	90	39	60
50	87	39	63
48	87	38	62
45	85	35	60
43	84	34	59
41	81	35	60
39	80	35	59
35	82	33	54
29	78	34	50
27	78	36	47
27	81	36	51
22	85	36	52
20	87	41	51
26	90	49	51
25	90	34	49
20	92	42	47
20	87	41	48
32	88	42	48
30	93	43	48
40	94	36	43
43	93	33	42
48	92	34	40
57	93	33	39
69	93	39	41
83	89	37	44
102	88	32	45
115	78	33	44
123	74	34	42
134	70	39	42
144	68	41	40
153	68	45	41
163	69	44	42
173	69	45	42
185	68	43	43
202	71	38	43
212	73	40	42
217	75	43	42
218	74	47	40
223	76	47	42
225	78	49	43
235	77	46	44
237	81	48	44
242	86	46	44
247	89	44	43
252	97	42	40
250	100	43	39
246	103	46	42
246	104	48	45
242	107	48	47
238	111	46	46
235	115	41	42
227	114	44	46
217	114	47	48
211	110	49	51
203	108	49	52
195	107	50	53
188	106	53	54
185	105	52	54
183	106	54	53
179	106	55	54
175	107	56	53
169	109	56	51
172	107	59	53
166	105	59	56
163	104	64	58
156	105	61	53
152	103	59	58
149	103	58	57
142	105	59	60
140	108	56	59
130	112	58	61
125	116	57	61
122	121	54	58
112	125	58	58
108	130	55	55
99	135	55	53
93	139	53	52
87	142	52	51
81	144	51	50
76	146	51	50
69	148	50	48
63	151	51	47
57	153	49	45
53	154	47	44
48	154	48	42
42	154	47	42
40	154	46	40
38	152	45	41
36	148	43	41
34	144	43	43
36	140	43	42
37	137	45	41
41	137	41	41
42	131	35	44
46	129	36	44
54	120	36	44
61	115	37	41
71	112	33	40
81	109	30	39
93	108	31	38
106	104	29	41
118	101	34	40
127	98	38	39
137	99	39	38
152	97	33	40
167	99	31	42
175	101	28	40
189	106	22	39
199	111	20	37
198	108	23	40
209	116	20	39
216	122	17	38
215	122	22	37
221	128	22	35
224	129	22	36
226	133	23	36
228	135	21	36
228	136	23	42
228	134	20	44
227	135	20	39
226	137	20	36
225	135	20	36
224	133	20	36
222	134	20	35
220	134	21	35
216	133	20	35
213	130	20	35
212	126	23	36
209	121	22	36
208	116	23	36
208	112	23	37
207	106	23	37
209	101	24	39
210	95	24	40
214	93	23	38
215	89	22	40
203	85	36	49
217	91	21	35
216	93	21	38
216	95	22	37
215	99	21	36
212	101	20	37
208	104	19	37
203	106	18	38
203	109	26	35
190	113	19	35
184	115	18	36
176	120	17	36
168	125	16	35
159	127	15	34
151	129	16	34
151	131	25	34
138	132	21	35
129	133	20	33
126	131	19	34
119	131	19	31
110	129	16	29
105	125	13	28
102	121	14	28
99	117	13	27
98	110	14	28
98	104	15	28
99	99	15	26
101	94	13	24
99	91	16	26
104	84	16	25
102	78	25	27
110	74	26	28
117	64	26	30
128	61	21	29
132	59	21	28
142	56	22	26
155	55	22	31
163	55	22	30
172	58	22	26
185	60	23	32
194	64	18	33
191	63	21	33
202	74	15	29
205	82	16	27
205	87	16	29
208	93	16	28
206	96	18	28
205	98	20	29
206	101	19	30
207	109	18	28
206	109	20	29
209	109	22	31
206	111	23	32
202	115	24	31
199	115	26	31
194	116	23	31
193	115	27	31
192	114	24	31
194	109	23	31
193	106	24	32
197	102	23	32
200	100	25	34
204	93	24	36
208	88	26	37
208	84	31	40
212	79	33	41
214	79	36	38
213	76	36	34
216	69	39	43
224	75	36	37
224	68	34	45
227	70	33	38
226	72	34	40
224	79	34	41
217	84	36	43
212	91	37	43
207	96	36	44
201	101	36	43
191	107	39	44
178	109	41	46
168	113	39	46
158	117	38	46
147	123	24	43
141	123	39	45
132	125	35	43
124	124	33	42
120	118	35	46
110	117	35	44
108	114	30	40
106	110	25	38
106	105	25	38
104	99	26	39
107	93	25	36
108	87	26	35
112	81	26	35
116	78	25	33
117	74	26	32
122	71	26	32
123	69	27	32
125	66	27	33
130	65	25	31
137	68	24	30
137	66	29	30
141	67	29	29
125	73	46	29
151	66	27	31
150	69	31	33
147	76	28	29
146	79	31	31
143	86	30	27
140	88	25	29
136	91	28	29
134	94	30	32
133	98	29	31
134	101	29	30
134	104	29	30
132	100	28	32
136	104	22	29
134	103	24	28
134	105	26	28
130	105	28	29
132	106	25	32
134	103	31	31
139	103	35	27
151	100	36	27
157	97	34	32
167	92	29	36
181	88	21	37
179	83	31	36
183	80	31	36
189	79	35	37
197	82	38	37
205	83	35	37
211	83	35	40
216	84	35	40
221	85	37	43
224	86	37	44
223	77	43	54
226	81	44	53
226	83	45	53
227	89	44	51
223	93	48	53
217	96	48	54
211	104	49	51
204	107	50	52
198	117	48	48
192	121	51	52
189	126	49	50
185	130	45	49
177	132	45	48
166	132	47	48
157	133	46	48
144	131	48	51
132	132	49	47
119	132	51	46
112	125	48	46
117	119	37	49
102	116	46	45
107	117	42	41
109	115	35	43
110	111	37	43
117	101	34	46
121	95	33	43
124	90	33	43
128	85	33	45
133	79	38	45
143	80	22	36
142	79	27	39
136	83	32	36
136	90	31	32
136	94	27	29
147	93	28	35
146	90	33	43
137	64	46	38
171	74	10	10
156	59	26	25
142	100	36	18
140	100	26	27
141	102	28	28
139	101	26	25
140	102	30	24
140	100	28	26
130	99	38	29
137	96	32	30
133	98	30	28
140	95	28	28
140	88	30	33
140	88	32	29
138	87	31	30
142	82	28	29
140	82	29	28
141	80	28	27
144	82	29	26
158	82	20	25
160	78	32	24
163	70	44	31
181	72	36	26
183	69	41	28
196	67	28	32
205	66	25	31
214	68	24	28
224	68	22	30
235	70	22	31
237	68	26	33
241	71	23	34
246	75	23	33
251	78	25	35
252	85	26	32
255	92	25	33
258	96	26	37
263	102	24	37
261	107	24	37
259	112	24	37
257	118	25	34
251	123	25	36
247	131	28	37
236	139	32	40
226	144	32	40
214	148	35	41
202	151	36	42
189	152	37	44
173	154	40	45
159	159	41	42
148	155	40	48
131	158	44	46
117	152	45	49
104	147	46	48
93	142	44	48
86	137	38	49
79	135	38	46
73	136	39	44
70	132	40	44
68	124	38	47
68	119	37	48
69	113	36	47
71	110	34	43
74	105	33	45
76	111	33	32
80	107	31	34
80	104	32	38
85	105	32	37
89	105	30	38
93	105	30	34
96	104	28	36
101	101	30	38
105	104	30	35
109	106	30	34
114	107	28	37
120	110	25	36
121	112	27	33
124	112	24	33
129	111	23	35
126	105	46	38
125	111	33	30
127	114	25	32
128	107	27	34
131	116	20	31
133	117	19	32
129	116	23	35
135	116	18	31
136	113	18	32
138	111	18	32
145	108	16	30
142	104	21	34
149	103	20	31
160	100	17	31
171	95	16	29
183	90	14	28
171	82	27	33
181	76	33	38
194	72	27	38
204	68	25	35
221	66	18	33
237	63	14	32
230	53	23	39
240	54	28	44
254	59	18	33
257	55	24	36
266	58	23	34
268	57	25	36
276	67	22	38
276	64	26	38
278	68	28	43
278	70	28	43
274	75	29	42
270	79	29	44
249	144	21	10
263	119	22	19
245	92	30	45
228	106	31	41
215	116	33	39
202	127	35	35
187	138	34	34
169	145	34	33
143	137	23	46
129	136	23	47
116	135	23	46
108	132	24	47
97	126	22	41
88	123	23	41
82	117	21	41
80	115	19	39
74	119	23	40
72	112	26	43
74	108	23	40
72	102	23	43
74	97	21	45
71	94	26	44
77	88	25	39
81	83	25	37
85	75	23	34
90	67	21	37
93	65	21	34
97	63	20	32
101	62	19	33
109	56	19	34
115	56	21	34
112	59	61	10
124	14	37	24
135	0	49	78
127	56	28	30
127	66	21	26
132	68	15	27
113	75	43	22
129	67	23	35
129	65	24	33
127	68	22	32
126	66	26	36
127	67	22	33
129	67	21	32
129	72	21	32
135	69	18	33
138	73	20	26
138	76	18	25
141	73	17	26
141	69	21	28
143	70	22	25
159	66	14	25
168	61	13	24
176	54	13	25
185	46	14	26
190	36	18	34
191	37	23	31
200	29	26	33
208	25	25	28
209	17	26	33
214	20	25	28
224	13	29	34
229	15	33	31
231	26	39	25
240	14	37	34
242	5	50	53
240	15	63	51
249	26	53	45
251	21	46	46
250	27	45	43
253	36	37	42
250	41	40	45
245	49	41	45
237	57	40	46
228	60	43	47
217	67	42	49
202	77	36	50
190	81	32	48
167	81	37	50
146	82	45	52
131	84	41	53
117	87	29	51
107	88	37	51
95	87	38	53
83	84	37	55
72	84	37	58
65	85	34	54
58	90	32	51
54	96	33	46
56	90	37	50
55	92	32	48
61	90	29	48
65	88	28	46
64	85	28	47
70	81	28	47
75	80	27	47
81	81	26	44
86	81	27	43
93	80	26	43
96	86	27	39
100	88	28	36
108	84	25	39
115	83	25	41
117	86	25	40
121	88	27	39
125	88	29	42
131	92	36	41
133	93	33	36
135	96	37	39
118	68	67	65
136	127	16	10
135	107	31	26
138	106	34	33
138	107	35	34
139	104	35	36
141	106	33	35
140	106	34	35
139	105	32	33
141	108	32	32
141	105	31	33
142	107	31	31
136	106	35	35
136	106	30	27
133	104	32	26
138	99	31	32
140	96	32	29
144	96	32	24
151	92	32	26
159	90	30	26
167	88	30	26
174	83	36	27
172	78	41	36
182	76	37	38
183	74	44	41
185	63	42	50
200	73	37	39
206	74	34	37
208	75	36	33
192	71	57	44
197	69	54	45
200	70	58	55
203	81	56	52
213	80	43	50
209	94	45	46
211	100	45	46
210	106	46	43
207	110	48	42
203	119	48	41
197	127	50	43
189	130	44	47
183	136	42	43
170	140	43	41
154	139	47	46
142	138	48	50
130	137	47	48
117	134	46	51
110	131	48	54
97	131	51	53
87	131	50	56
81	128	49	55
74	126	51	56
66	121	55	55
68	119	51	56
69	115	50	53
71	111	49	54
73	105	48	57
73	99	44	54
76	95	41	58
79	93	43	52
81	92	51	52
84	91	50	51
88	93	51	46
94	93	46	47
98	93	45	45
105	92	45	45
112	93	44	46
120	93	44	47
126	94	44	47
131	97	44	45
137	98	42	44
142	100	40	43
145	100	44	46
149	104	43	45
151	111	39	45
150	126	37	36
156	139	31	33
155	136	34	38
157	147	29	33
161	145	28	36
164	143	27	30
160	146	30	38
159	145	42	37
155	144	36	35
152	139	34	35
155	132	25	35
152	127	20	32
154	120	20	31
154	113	21	34
152	107	25	37
158	102	23	35
160	96	30	37
162	93	30	36
166	89	28	35
171	86	27	35
