threshold,precision
0,0.0
1,0.01676882895368051
2,0.055945845104205534
3,0.09704173551516444
4,0.13396940461595863
5,0.1650764884601034
6,0.19262299450988754
7,0.21685411225414425
8,0.23769521880496775
9,0.25541282447630725
10,0.2711369329993071
11,0.2860508501679015
12,0.29829966419700443
13,0.31014338254890467
14,0.3207504930440808
15,0.3307819412611268
16,0.33983263152283993
17,0.34853152817014016
18,0.35691061244070144
19,0.36518309258568304
20,0.3726986834390491
21,0.3796812536645168
22,0.3867064655402164
23,0.3930067693619743
24,0.3999680187623261
25,0.40658813496082297
26,0.41282447630723307
27,0.41906081765364317
28,0.42475347795959706
29,0.43107510260647086
30,0.43725814189009116
31,0.4428868397206972
32,0.44812110228665847
33,0.4538564042428442
34,0.4599115185757689
35,0.46568946218218643
36,0.47161665156441557
37,0.4773945951708331
38,0.48296999093864934
39,0.4885560471190235
40,0.494365971963115
41,0.5003571238206919
42,0.5065295026917541
43,0.5120196151591067
44,0.517531048451575
45,0.5231810671072971
46,0.5289057086509248
47,0.5345344064815308
48,0.5406854645274772
49,0.5463354831831992
50,0.551750972762646
