threshold,precision
0,0.00039277297721916735
1,0.011292223095051061
2,0.04988216810683425
3,0.1104673998428908
4,0.18970934799685782
5,0.2837784760408484
6,0.36576983503534954
7,0.44913589945011784
8,0.5217989002356638
9,0.5832678711704635
10,0.6453260015710919
11,0.6952081696779262
12,0.7409662215239592
13,0.7818146111547526
14,0.8154948939512962
15,0.8470149253731343
16,0.8722505891594659
17,0.8881578947368421
18,0.9021013354281225
19,0.9124116260801257
20,0.9209544383346425
21,0.9264532600157109
22,0.9293008641005499
23,0.9312647289866457
24,0.9328358208955224
25,0.9343087195600943
26,0.9352906520031422
27,0.9362725844461901
28,0.9365671641791045
29,0.9369599371563236
30,0.937745483110762
31,0.9382364493322859
32,0.9392183817753339
33,0.9398075412411626
34,0.9402985074626866
35,0.9404948939512962
36,0.9407894736842105
37,0.9408876669285153
38,0.9413786331500392
39,0.9416732128829537
40,0.9417714061272584
41,0.9418695993715632
42,0.941967792615868
43,0.9423605655930872
44,0.9429497250589159
45,0.9429497250589159
46,0.9432443047918303
47,0.9432443047918303
48,0.94344069128044
49,0.9436370777690495
50,0.9437352710133543
