threshold,precision
0,0.0
1,0.021672618730344866
2,0.07460156708064603
3,0.12938542721603327
4,0.1725707584883535
5,0.20665209743617077
6,0.2336655828580566
7,0.25518895581258993
8,0.2740685464527477
9,0.28992057992644316
10,0.3045999680187623
11,0.31681680081019137
12,0.3280635360588455
13,0.33808432386333354
14,0.347028409999467
15,0.3553435317946805
16,0.36230478119503223
17,0.36954320132189117
18,0.3765577527850328
19,0.3834550397100368
20,0.389328927029476
21,0.394669793721017
22,0.4001812270134854
23,0.40593784979478703
24,0.4113106977240019
25,0.41685411225414426
26,0.4220670539949896
27,0.42727999573583497
28,0.43224774798784715
29,0.4371302169393956
30,0.4417248547518789
31,0.44635147380203616
32,0.4508181866638239
33,0.4553275411758435
34,0.45971963114972547
35,0.4641223815361655
36,0.4685251319226054
37,0.4732050530355525
38,0.4774692180587389
39,0.4820425350461063
40,0.48584830232930015
41,0.49038963807899366
42,0.49447257608869466
43,0.4986834390490912
44,0.5027663770587921
45,0.5072544107456959
46,0.5117211236074836
47,0.5162731197697351
48,0.5213581365598848
49,0.5259527743723682
50,0.5306007142476414
