threshold,precision
0,0.0
1,0.012376738979798518
2,0.041511646500719576
3,0.07084910186024199
4,0.09713767922818613
5,0.11888492084643676
6,0.13665582858056607
7,0.1506529502691754
8,0.16112147540109803
9,0.1706305634028037
10,0.17968125366451682
11,0.1878364692713608
12,0.19621555354192208
13,0.20412557965993283
14,0.21135333937423378
15,0.2177709077341293
16,0.22404989073077128
17,0.23074462981717392
18,0.23709823570172164
19,0.24295080219604498
20,0.24892063322850594
21,0.25421885826981505
22,0.2594637812483343
23,0.2645168168008102
24,0.26969777730398165
25,0.27536911678481957
26,0.2809445125526358
27,0.28627471883161876
28,0.291221150258515
29,0.29581578807099834
30,0.30036778423324983
31,0.3041948723415596
32,0.3088108309791589
33,0.3130963168274612
34,0.31813869196737915
35,0.32270134854218857
36,0.3271360801663024
37,0.3317307179787858
38,0.336357337028943
39,0.34117584350514363
40,0.34631416235808327
41,0.3508448376952188
42,0.3552262672565428
43,0.36004477373274346
44,0.364895261446618
45,0.36962848462235487
46,0.3743510473855338
47,0.37889238313522733
48,0.3832631522839934
49,0.38791109215926656
50,0.3923138425457065
