91	74	47	55
91	71	46	49
88	65	49	59
92	64	47	59
95	66	51	57
94	66	52	55
101	65	51	60
105	68	53	57
105	72	56	56
109	72	58	61
115	74	60	60
120	77	60	59
125	81	59	57
129	79	58	59
138	80	61	61
146	85	64	62
144	82	68	65
149	88	68	63
159	95	63	58
162	94	66	62
171	99	66	61
176	104	62	57
180	102	63	57
176	99	66	61
173	101	61	56
180	102	55	58
185	105	55	57
178	101	60	60
179	98	62	59
175	98	62	59
171	97	63	57
167	98	61	62
157	100	63	56
156	101	66	58
147	96	67	58
145	91	58	59
143	99	55	51
133	97	60	52
131	94	57	55
129	91	55	56
123	89	55	53
120	86	53	52
117	85	52	52
110	81	55	54
110	79	53	52
108	78	48	49
110	72	48	55
106	71	50	49
108	66	46	47
103	64	50	47
107	60	48	49
106	58	47	47
106	54	47	50
106	51	46	51
109	50	47	53
109	47	49	52
112	48	50	53
114	47	52	54
114	47	56	57
122	50	54	59
121	54	60	58
127	53	58	63
132	60	65	62
133	56	70	66
145	63	66	66
147	60	73	68
159	65	71	69
165	66	71	70
168	69	78	71
181	75	78	71
189	76	81	73
192	75	81	72
203	79	79	75
207	77	79	74
220	77	73	75
227	81	73	73
231	81	75	73
235	85	73	73
240	83	68	70
239	85	75	71
237	81	73	71
242	83	75	73
238	77	73	73
231	74	78	71
230	70	73	70
225	71	75	71
217	67	74	70
209	70	74	68
205	75	68	61
195	72	65	61
185	72	68	61
176	76	66	56
173	80	53	50
162	80	57	51
152	83	58	50
149	81	49	49
140	87	51	46
134	87	50	48
128	91	47	48
121	89	49	49
116	94	47	49
108	95	48	44
99	97	48	42
95	93	46	44
92	93	44	44
86	92	44	43
83	90	45	41
83	89	46	46
82	87	46	43
82	84	46	45
81	80	44	44
78	77	46	46
82	76	46	48
83	80	45	49
83	82	47	48
85	82	47	51
89	83	48	52
91	80	49	54
96	88	49	51
100	93	52	52
104	96	54	54
108	101	55	51
119	108	55	55
123	111	54	54
131	111	56	56
142	117	51	51
149	118	51	52
150	119	55	50
159	116	56	53
169	117	53	54
178	119	54	52
182	122	52	51
190	124	52	51
195	124	52	49
202	125	49	51
203	124	49	47
211	127	49	45
212	126	47	45
213	125	39	47
215	126	37	44
212	124	41	48
212	128	47	44
210	128	48	45
206	128	53	47
199	124	54	50
196	122	58	53
194	125	54	48
188	126	51	46
184	125	47	49
178	126	51	47
175	125	48	49
172	124	47	49
166	125	51	47
164	124	49	47
159	122	49	49
157	119	51	47
156	119	48	47
155	114	49	49
152	110	47	45
154	106	47	45
154	102	46	44
157	97	46	45
161	94	41	43
166	92	37	40
169	89	37	38
173	86	35	37
174	87	35	32
179	85	35	33
182	85	36	34
186	85	31	32
189	84	35	36
189	85	38	35
192	85	37	35
195	86	38	35
195	85	39	34
200	87	35	33
202	87	35	32
203	89	35	30
202	88	35	30
205	90	32	29
204	92	37	32
204	93	38	31
203	95	38	31
205	99	35	28
203	99	39	30
201	99	39	34
200	102	38	32
196	106	41	32
193	107	38	32
192	107	38	31
184	106	40	34
180	105	36	35
175	107	45	36
167	107	42	41
162	106	42	38
154	109	40	37
145	109	43	39
137	106	42	41
131	110	44	44
118	103	49	49
109	98	53	54
105	103	54	56
89	96	58	57
82	96	56	58
75	92	53	59
63	91	56	61
55	92	57	58
47	84	54	62
39	78	54	65
31	78	52	60
30	74	54	63
27	72	46	62
24	72	43	57
20	71	44	55
19	71	43	57
20	72	42	54
17	73	40	53
17	76	40	45
19	74	36	46
21	76	35	43
23	75	36	46
25	79	34	43
29	80	32	46
32	79	31	45
34	81	36	44
40	84	33	42
49	86	29	40
52	88	32	42
59	90	31	39
68	89	32	39
72	92	33	39
80	91	34	41
90	92	34	40
97	96	35	39
106	93	35	41
113	93	34	42
121	93	36	45
128	97	37	42
136	98	39	42
141	100	42	43
148	100	43	46
155	97	39	49
164	96	42	50
169	96	43	51
175	96	43	53
176	98	44	56
182	96	47	53
186	94	52	56
187	92	54	59
191	90	53	66
193	91	56	62
196	89	57	63
197	92	52	61
199	100	52	53
198	98	58	54
197	99	60	63
191	106	66	60
195	104	64	62
190	114	70	55
193	111	64	54
197	109	62	57
203	108	59	54
200	104	62	58
191	105	71	62
187	106	77	67
193	102	74	70
196	94	78	70
200	92	73	72
206	89	73	74
202	88	75	73
208	83	74	78
212	89	78	71
215	86	82	71
227	86	75	73
225	82	82	76
230	82	74	76
239	81	75	70
241	80	77	79
251	80	75	79
255	78	75	80
261	79	70	78
266	78	64	78
268	84	73	75
269	82	73	79
269	78	70	77
271	80	69	78
278	80	59	85
279	84	57	78
279	78	59	84
280	85	58	79
287	85	45	79
279	95	55	71
280	87	54	78
287	103	41	63
278	131	42	51
279	138	42	44
277	141	45	45
278	144	41	46
276	147	44	45
273	150	47	45
271	153	48	48
264	153	59	47
265	145	62	52
256	137	64	63
254	94	80	104
242	89	101	105
229	73	107	120
220	78	114	120
210	70	111	121
207	76	103	123
189	66	108	122
184	66	104	133
175	73	100	123
161	68	101	125
145	70	108	120
139	68	104	120
129	72	101	111
120	56	91	117
113	62	96	111
106	64	81	102
104	63	73	103
95	70	77	93
83	67	80	86
78	69	75	86
72	71	76	77
71	75	69	76
63	74	72	75
60	73	65	73
61	77	65	72
55	85	65	61
49	84	63	61
47	80	62	65
47	88	55	56
48	82	51	63
45	82	55	61
44	82	49	61
44	87	50	55
48	86	48	56
52	86	47	53
54	89	48	52
56	88	49	50
59	83	49	57
65	86	49	51
72	88	43	50
78	83	45	56
85	86	41	52
93	85	37	51
98	85	38	52
108	83	36	52
117	84	32	50
127	82	31	51
133	80	31	51
139	80	32	48
147	80	28	46
154	80	30	46
162	80	31	47
169	82	33	44
176	80	28	47
184	83	30	45
188	84	31	44
196	84	31	45
198	86	33	46
205	91	36	44
207	89	34	43
212	91	35	43
218	92	33	42
219	88	33	44
224	90	32	43
224	89	34	43
229	92	34	39
231	89	32	42
231	90	34	39
231	91	32	38
234	95	29	33
233	91	31	35
231	94	29	32
237	94	25	33
234	93	26	40
233	96	29	39
232	95	33	39
231	97	33	39
227	97	30	39
226	96	32	40
222	96	32	42
221	98	34	35
217	98	36	36
213	98	36	38
207	98	40	38
203	99	36	40
197	100	44	36
191	102	38	38
188	102	33	43
178	106	39	39
169	105	38	43
160	106	40	45
153	107	42	44
151	105	36	42
143	105	35	46
137	105	30	49
130	99	28	51
116	104	28	50
111	100	30	55
102	106	32	53
91	98	36	56
80	96	37	60
72	96	37	56
59	95	44	58
47	93	47	58
40	90	47	59
33	86	50	57
