threshold,precision
0,0.0004355984452486262
1,0.016737032569360676
2,0.06284345262029219
3,0.1328742795871867
4,0.2133259616673368
5,0.302573381584238
6,0.38763235491221015
7,0.4707478890229192
8,0.5440959656882456
9,0.6070064334539605
10,0.661154670955636
11,0.7090704999329849
12,0.7492125720412813
13,0.7822677925211098
14,0.8080351159362016
15,0.8281396595630612
16,0.8439719876692132
17,0.856269266854309
18,0.8654503417772417
19,0.8728387615601125
20,0.8791884465889291
21,0.8838124916231068
22,0.8878334003484788
23,0.8914689719876692
24,0.8942333467363625
25,0.8970647366304785
26,0.8995442970111245
27,0.901705535451012
28,0.9035987133092079
29,0.9055086449537596
30,0.9069327167939955
31,0.9082730197024528
32,0.9097305991154001
33,0.9110038868784345
34,0.9121934057096904
35,0.9135504624045034
36,0.9147232274494036
37,0.9157117008443908
38,0.916649912880311
39,0.9176383862752983
40,0.9185765983112183
41,0.9195818254925613
42,0.9202854845195014
43,0.9210729124782201
44,0.9217598177188044
45,0.9223964616003216
46,0.9230666130545503
47,0.9237870258678461
48,0.9246079613992763
49,0.9252110977080821
50,0.9258980029486664
