threshold,precision
0,0.0
1,0.005618037418048078
2,0.02027610468525132
3,0.04118117371142263
4,0.06801343211982304
5,0.09923778050210544
6,0.13312723202387933
7,0.16462875113266884
8,0.19493630403496615
9,0.22268535792335165
10,0.24667128617877512
11,0.2682373007835403
12,0.28691434358509676
13,0.30359788923831355
14,0.31900218538457437
15,0.332924684185278
16,0.34547198976600396
17,0.3577421246202228
18,0.3683065934651671
19,0.3787111561217419
20,0.38847609402483874
21,0.39791055913863865
22,0.40662011619849686
23,0.41527637119556526
24,0.42314375566334417
25,0.43060604445392037
26,0.43769521880496776
27,0.44527477213368155
28,0.4525025318479825
29,0.45963434784926177
30,0.4662438036352007
31,0.47300250519695114
32,0.4799104525345131
33,0.4865625499706839
34,0.493108043281275
35,0.49922712008954745
36,0.5053888385480518
37,0.5111774425670274
38,0.5165502904962422
39,0.5223388945152178
40,0.5277224028569906
41,0.5330206278982996
42,0.5382015884014711
43,0.5436917008688236
44,0.5485528489952561
45,0.5532754117584351
46,0.558008634934172
47,0.5625819519215394
48,0.5674750812856457
49,0.5722935877618464
50,0.5769628484622354
