threshold,precision
0,0.00019638648860958367
1,0.013550667714061273
2,0.057148468185388844
3,0.12549096622152395
4,0.2116064414768264
5,0.3052827965435978
6,0.39385310290652004
7,0.48006677140612725
8,0.5485074626865671
9,0.6105655930871956
10,0.6737038491751768
11,0.7215239591516104
12,0.7574626865671642
13,0.799096622152396
14,0.8351335428122545
15,0.8649842890809112
16,0.8847211311861743
17,0.9002356637863315
18,0.9093676355066771
19,0.9156520031421839
20,0.9188923802042419
21,0.9216417910447762
22,0.923605655930872
23,0.9259622937941869
24,0.9271406127258445
25,0.9286135113904164
26,0.9294972505891594
27,0.930184603299293
28,0.930675569520817
29,0.9311665357423409
30,0.9316575019638649
31,0.9318538884524745
32,0.9326394344069128
33,0.933032207384132
34,0.9332285938727416
35,0.9334249803613511
36,0.9337195600942655
37,0.9337195600942655
38,0.9341123330714847
39,0.934406912804399
40,0.9347014925373134
41,0.9347014925373134
42,0.934897879025923
43,0.9350942655145326
44,0.9354870384917517
45,0.9357816182246661
46,0.9361743912018853
47,0.9364689709347996
48,0.9364689709347996
49,0.9364689709347996
50,0.9369599371563236
