sequence,frames,auc,pr20,mean_iou,mean_center_error,failure_rate_iou_010,category_tags
giraffe222,2390,0.31572558929533123,0.6460251046025105,0.31248608278856316,61.87278718229809,0.30711297071129706,all;large_or_deformable_object
cup222,2010,0.3816708536525294,0.6771144278606965,0.3792164476287341,31.8492830175343,0.29402985074626864,all;small_rigid_object
giraffe_motion,1500,0.4007722772277228,0.7013333333333334,0.3987396566228651,30.07165308249923,0.206,all;fast_motion;large_or_deformable_object
fighter_mul,2000,0.42116831683168326,0.7385,0.4191854083259599,26.97182782989512,0.249,all;similar_or_multiple_objects
star_mul222,2036,0.45699196638720835,0.6797642436149313,0.4551320758091246,38.649027810855564,0.30206286836935164,all;similar_or_multiple_objects
dove_mul,1930,0.4581029087364696,0.7352331606217617,0.45667328641777727,33.97555080831963,0.23782383419689118,all;similar_or_multiple_objects
elephant222,2290,0.49705564442907185,0.7829694323144105,0.49611061713757404,34.08362060566536,0.20436681222707423,all;large_or_deformable_object
ship_motion,2301,0.5275235476611546,0.9808778791829639,0.5278846191468682,7.125935229634904,0.007388092133854845,all;fast_motion
bike222,1899,0.5472551994535947,0.8857293312269615,0.5474158413176529,20.257970197459933,0.09794628751974724,all
giraffe_low,2267,0.5543593618294339,0.9483899426554918,0.5547921187504676,21809.453728467073,0.015880017644464048,all;low_event_density;large_or_deformable_object
tower333,2401,0.5692553845138784,0.9962515618492295,0.5700100160026236,7.828101115108717,0.0008329862557267805,all;large_or_deformable_object
airplane_mul222,2051,0.575589787160091,0.9497805948317893,0.5762095186067138,9.521772039176042,0.04583130180399805,all;similar_or_multiple_objects
star_mul,2160,0.591941694169417,0.9986111111111111,0.5928176043173546,5.633288705512282,0.000925925925925926,all;similar_or_multiple_objects
star_motion,2122,0.5974981569787516,0.9792648444863337,0.5983434112446967,8.109228691920494,0.020263901979264844,all;fast_motion
truck_hdr,1969,0.6032815572059997,0.9969527679024885,0.6041753974615642,7.37631303594269,0.0015236160487557136,all;high_dynamic_range
bike_low,1290,0.60364571340855,0.9891472868217054,0.6046097666765006,13.174360107781121,0.0,all;low_event_density
bottle_mul222,1101,0.6139333279376983,0.8655767484105359,0.615089752557705,10.555487517082344,0.01725703905540418,all;similar_or_multiple_objects;small_rigid_object
whale_mul222,2171,0.6240542525003306,0.9161676646706587,0.6251217802624778,14.288373270371013,0.03546752648549056,all;similar_or_multiple_objects;large_or_deformable_object
bike333,2001,0.6372209934636641,0.992503748125937,0.6385909722322092,5.783629969991368,0.0004997501249375312,all
ship,967,0.6483151934635035,1.0,0.6498419772003503,5.729208790434938,0.0,all
box_hdr,1948,0.6666853030272227,0.9568788501026694,0.6682445787315818,8.313298163957555,0.003593429158110883,all;high_dynamic_range;small_rigid_object
star,1156,0.6722994963856247,1.0,0.6741293440837393,3.773156400642639,0.0,all
cup_low,1933,0.6812936337606861,0.9943093636833937,0.683085152084118,8.20915614692647,0.0,all;low_event_density;small_rigid_object
dog_motion,2788,0.6902069690469765,0.9878048780487805,0.6920247865038027,7.606138237779798,0.0010760401721664275,all;fast_motion
truck,1131,0.6908982675455874,1.0,0.6929213783232051,3.3571298229808653,0.0,all
box_low,2084,0.6989129815092835,0.9985604606525912,0.7009245919796714,8.763261655592157,0.0,all;low_event_density;small_rigid_object
dove_motion,2202,0.72023183244755,0.9445958219800181,0.7224007336429268,9.125710018579035,0.0009082652134423251,all;fast_motion
dog,642,0.7409395145121989,1.0,0.7433348394897724,3.44362995367127,0.0,all
dove_mul222,1297,0.7493072360435737,0.9622205088666153,0.7517431332935904,7.942541133706982,0.0038550501156515036,all;similar_or_multiple_objects
cow_mul222,2231,0.7567223329235657,0.9896907216494846,0.7592418840103501,6.800817437151538,0.009861048857014791,all;similar_or_multiple_objects
tower,1144,0.7594942186526343,1.0,0.7620101242890774,3.9913271857880797,0.0,all;large_or_deformable_object
tank_low,2276,0.8181193339017556,1.0,0.8211908290865673,2.561973281825076,0.0,all;low_event_density
