threshold,precision
0,0.0006366438815172229
1,0.020958986731001206
2,0.07880981101728991
3,0.16502479560380645
4,0.26139257472188715
5,0.362769735960327
6,0.45610507974802306
7,0.5392541214314435
8,0.6126021980967699
9,0.6744404235357191
10,0.726192869588527
11,0.7682448733413751
12,0.8032435330384667
13,0.8313731403297145
14,0.8532368315239244
15,0.8705770004020909
16,0.8832763704597238
17,0.8929935665460395
18,0.9002144484653531
19,0.9059777509717196
20,0.9103002278514944
21,0.9142373676450878
22,0.9176718938480096
23,0.9199336550060314
24,0.9217933252915159
25,0.9231503819863289
26,0.9243901621766519
27,0.9258142340168878
28,0.9269199839163651
29,0.9279754724567753
30,0.9287796542018496
31,0.9295503283742126
32,0.9301702184693741
33,0.9310414153598713
34,0.9315105213778314
35,0.9320633963275701
36,0.9327000402090873
37,0.9332361613724702
38,0.9336382522450074
39,0.9341241120493231
40,0.9346602332127061
41,0.9351293392306661
42,0.9356487066076934
43,0.9361680739847206
44,0.9366706875753921
45,0.9371900549524192
46,0.9375083768931779
47,0.9378769601930036
48,0.9383460662109637
49,0.9386308805790109
50,0.9391502479560381
