threshold,precision
0,0.0007204128132958049
1,0.01620091140597775
2,0.05994504758075325
3,0.12679265514006166
4,0.2061553411070902
5,0.29118080686235087
6,0.3722188714649511
7,0.45060983782334807
8,0.5188815172228923
9,0.5803344055756601
10,0.631081624447125
11,0.6726477683956574
12,0.7089029620694277
13,0.7391435464414958
14,0.7647433319930305
15,0.7858698565875888
16,0.8028581959522852
17,0.8164287629004154
18,0.8275197694678997
19,0.8372034579815039
20,0.8448766921324219
21,0.8518797748291114
22,0.8582964750033507
23,0.8629875351829513
24,0.8672765044900147
25,0.8708283071974267
26,0.873994772818657
27,0.876893177858196
28,0.8792052003752848
29,0.8813664388151722
30,0.8836449537595497
31,0.8854878702586785
32,0.8870794799624715
33,0.8886710896662646
34,0.8900113925747218
35,0.8915024795603806
36,0.8927422597507036
37,0.8939485323683153
38,0.8952553277040611
39,0.8960595094491355
40,0.8970144752714113
41,0.8980532100254658
42,0.8991086985658759
43,0.900164187106286
44,0.9008678461332261
45,0.9017222892373676
46,0.902710762632355
47,0.903531698163785
48,0.9043358799088594
49,0.9051568154402895
50,0.9058269668945181
