191	143	25	19
191	143	25	20
183	144	27	20
175	145	27	20
164	148	29	19
152	151	31	19
146	151	28	18
133	153	32	16
121	153	33	15
109	154	36	14
96	152	36	14
86	151	34	14
74	146	37	16
61	143	40	18
51	136	38	21
42	132	40	22
32	122	38	29
25	115	36	32
20	108	36	35
14	101	35	39
8	96	36	42
4	94	36	44
3	90	35	45
1	88	34	48
0	84	35	53
0	87	33	53
1	84	35	55
1	89	37	54
4	93	38	55
6	100	40	53
7	107	45	55
20	119	46	49
27	127	54	49
43	132	51	49
66	146	49	42
89	151	49	44
112	160	43	40
133	166	43	36
148	171	39	35
179	172	39	30
187	174	38	28
208	172	33	25
220	168	34	22
227	166	33	21
236	162	32	20
245	157	29	19
249	153	27	19
251	147	25	18
251	142	24	19
251	139	25	20
250	137	25	19
250	135	23	19
246	135	22	19
242	134	20	20
237	136	20	20
232	134	22	20
225	137	21	21
221	139	22	21
215	139	25	20
207	140	26	21
197	140	27	20
185	144	35	19
187	142	32	21
178	141	33	17
168	134	35	21
158	134	36	20
147	132	41	20
136	129	45	21
125	123	40	18
115	116	40	20
105	114	41	22
98	110	39	24
90	106	37	28
81	104	38	29
66	98	36	33
56	98	37	35
52	97	39	38
46	94	40	40
39	92	38	40
33	90	39	40
25	89	40	41
23	88	41	42
20	94	41	46
13	96	43	46
5	94	47	47
4	98	46	45
6	99	45	45
8	105	47	41
5	107	55	43
8	118	57	38
13	123	59	35
25	127	62	32
49	130	58	31
63	128	60	29
81	130	63	24
97	128	65	24
119	126	65	21
138	126	62	22
180	122	55	24
182	123	63	23
193	124	63	21
201	126	63	21
213	127	60	20
224	127	58	19
231	128	57	19
239	128	54	21
243	129	55	22
246	130	55	20
247	133	55	20
247	136	54	20
248	136	55	19
249	138	52	18
241	140	55	18
235	139	56	19
225	139	53	19
218	137	52	21
199	134	55	24
194	135	48	29
178	134	47	30
168	132	42	28
159	133	39	27
150	130	39	29
136	127	38	31
124	122	38	33
111	121	39	36
107	123	39	37
111	131	33	33
100	129	40	35
102	126	35	35
105	121	33	35
105	116	32	35
105	111	32	36
106	107	34	36
109	101	35	39
111	98	36	40
116	95	35	38
118	95	36	39
120	95	37	38
124	96	36	40
131	102	37	37
138	110	37	37
144	115	36	38
148	122	37	39
155	131	36	40
163	140	37	42
165	148	38	43
167	153	38	44
171	165	39	42
175	178	43	38
172	184	46	45
172	188	45	46
169	188	52	47
169	193	51	42
176	193	45	41
181	190	40	41
185	188	38	37
186	180	38	38
188	178	40	36
191	176	39	35
196	173	36	35
202	165	33	33
207	156	35	34
210	148	35	33
213	141	36	32
218	133	34	36
224	125	32	35
230	120	31	32
233	115	29	30
239	112	28	33
242	109	29	30
245	109	32	31
249	108	32	33
251	107	32	37
255	107	31	39
256	108	29	40
257	113	31	40
259	113	27	41
259	118	27	38
258	119	26	39
253	121	26	38
250	125	28	38
243	128	29	37
237	131	32	37
230	133	31	38
219	134	33	39
209	135	37	40
199	137	37	40
193	137	35	41
185	137	33	40
171	138	39	38
164	137	38	40
148	139	40	36
140	136	39	35
129	134	41	35
121	131	40	35
111	130	42	34
105	130	41	35
99	126	39	38
92	131	44	34
89	130	44	32
91	130	41	34
84	141	51	24
84	139	46	28
89	136	41	32
94	133	42	31
102	128	41	32
110	123	40	33
118	121	40	34
130	119	39	34
140	115	42	35
158	110	39	35
168	107	40	36
180	102	40	37
197	101	35	36
226	95	28	31
239	93	31	35
249	92	31	38
259	92	32	39
269	93	34	37
281	92	29	36
291	92	26	39
296	98	28	39
299	101	27	40
300	107	26	43
298	110	27	42
295	111	28	43
289	117	31	44
282	121	31	43
275	128	30	42
266	133	29	43
255	138	30	43
246	137	34	47
236	140	35	47
218	144	35	45
206	144	38	44
197	144	44	44
182	140	44	42
172	136	42	46
158	137	45	39
145	136	47	36
137	133	46	35
125	128	47	33
117	119	45	33
112	117	52	27
106	111	54	24
100	108	53	21
97	103	53	20
94	96	54	20
95	93	55	18
92	86	60	19
92	83	60	18
94	80	57	19
99	76	60	21
102	77	61	21
105	75	60	23
119	76	65	24
124	81	67	25
127	84	69	27
139	91	73	29
151	101	75	31
169	114	68	29
182	122	66	30
191	133	67	31
198	143	69	37
212	154	64	35
225	163	62	35
237	169	57	36
243	168	56	39
253	166	53	43
260	165	49	43
265	158	45	47
270	152	43	48
274	144	38	48
277	138	36	47
278	129	36	48
280	119	35	50
283	111	31	50
287	100	30	49
288	92	29	42
290	85	28	42
292	78	27	42
294	74	27	41
294	74	28	38
295	73	27	33
294	75	28	31
294	69	27	34
291	67	27	36
287	69	31	34
282	71	31	33
277	73	34	33
276	75	34	31
268	81	35	29
259	84	40	27
251	88	43	24
238	97	42	20
227	102	43	18
213	107	44	19
