sequence,frames,auc,pr20,mean_iou,mean_center_error,failure_rate_iou_010,category_tags
dvSave-2021_02_14_16_22_06,553,0.011583979374429312,0.0018083182640144665,0.0017136262574752696,119.64586178196632,0.9981916817359855,all
video_0039,269,0.013324008980823721,0.011152416356877323,0.0036076006191221527,167.5176419027765,0.9962825278810409,all
video_0004,1233,0.01409265014092651,0.025141930251419302,0.00700395955064346,99.21341641509159,0.9967558799675588,all
UAV_long_001,2078,0.014322606466613942,0.006737247353224254,0.007642433595869875,91.86988516702155,0.9932627526467758,all
dvSave-2021_02_06_10_09_04_bottle,518,0.015023510073015034,0.0019305019305019305,0.006071298173915616,167.85787924981656,0.9922779922779923,all;small_rigid_object
video_0032,1932,0.0163120349302011,0.041407867494824016,0.008276549936991937,113.647740657298,0.9943064182194618,all
dvSave-2021_02_15_13_01_16_Duck,297,0.01703503683701704,0.020202020202020204,0.007741617894036547,112.99867204590768,0.98989898989899,all
dvSave-2021_02_06_17_27_53_personFootball,656,0.017960637527167343,0.009146341463414634,0.008273695181354198,182.4698525939632,0.9801829268292683,all
dvSave-2021_02_06_17_57_54_personFootball,974,0.020666029641978577,0.06262833675564682,0.015000282377291538,58.18508345008044,0.997946611909651,all
roadLight_001,375,0.02128052805280528,0.008,0.012703047100366313,117.71960286504299,0.9893333333333333,all
dvSave-2021_02_04_21_21_24,200,0.022029702970297025,0.025,0.012486971721273553,113.27254086176035,0.98,all
00197_driving_outdoor3,104,0.023038842345773032,0.019230769230769232,0.013718261918413816,111.19569419978822,0.9903846153846154,all
tennis_long_006,938,0.023791931431949166,0.046908315565031986,0.01621981052212051,115.38094176388098,0.9722814498933902,all
dvSave-2021_02_06_08_56_40_windowPattern2,178,0.023918122149293574,0.05056179775280899,0.016490363906371427,95.38297137104378,0.9831460674157303,all
00514_person_outdoor6,80,0.024752475247524747,0.0125,0.01528552469561156,126.7784752799756,0.975,all
dvSave-2021_02_15_13_02_21_Chicken,504,0.026697312588401696,0.023809523809523808,0.01877763820899519,100.92877025138971,0.9722222222222222,all
dvSave-2021_02_15_12_44_27_chicken,206,0.027299817360376812,0.05825242718446602,0.02184603491933926,63.77944872949978,0.9854368932038835,all
00471_UAV_outdoor6,48,0.028259075907590754,0.375,0.019854942758509905,49.71029545424966,0.9791666666666666,all
dvSave-2021_02_04_20_56_55,116,0.02850802321611471,0.017241379310344827,0.022444063640132603,77.45211380343486,0.9913793103448276,all
video_0045,44,0.029027902790279028,0.022727272727272728,0.019353503952670874,168.82172967813062,0.9772727272727273,all
dvSave-2021_02_06_10_14_17_paperClip,860,0.029161869675339628,0.10348837209302325,0.020523516269758957,118.3290235747589,0.9651162790697675,all
dvSave-2021_02_14_16_56_01_house,365,0.02937745829377458,0.0273972602739726,0.020321586146846832,138.46828743057696,0.9342465753424658,all
dvSave-2021_02_15_10_14_18_chicken,1032,0.03444239772814491,0.061046511627906974,0.02768709998174818,90.02808838778587,0.9525193798449613,all
dvSave-2021_02_12_13_56_29,722,0.039274841611584975,0.015235457063711912,0.032378642425191874,86.54634743746043,0.9626038781163435,all
dvSave-2021_02_15_10_23_05_boyhead,1153,0.046250418623822474,0.09193408499566348,0.03998205947536497,75.38087356082141,0.8915871639202082,all
dvSave-2021_02_15_12_45_02_Duck,463,0.0495691037786284,0.1771058315334773,0.04290246440552131,70.04306956614151,0.8941684665226782,all
dvSave-2021_02_15_13_04_57_Duck,519,0.050783112993380265,0.0674373795761079,0.0439141465550121,91.36824608236444,0.882466281310212,all
dvSave-2021_02_06_09_36_15_Pedestrian,407,0.05103753618605104,0.16707616707616707,0.04448363374745194,56.177299207413796,0.8992628992628993,all
dvSave-2021_02_15_10_23_05_basketall,1000,0.05484158415841585,0.145,0.04854096512033975,80.79904924112734,0.925,all
dvSave-2021_02_06_08_56_18_windowPattern,336,0.055398396982555394,0.06845238095238096,0.048128386439695484,92.53928523344133,0.9166666666666666,all
dvSave-2021_02_15_10_12_19_basketball,1117,0.057792708545697895,0.3052820053715309,0.05193481144233166,45.84440525671744,0.8657117278424351,all
video_0076,70,0.06336633663366334,0.08571428571428572,0.055482176349106085,86.88174130366032,0.8428571428571429,all
dvSave-2021_02_06_17_21_41_personFootball,572,0.0669009208613169,0.07867132867132867,0.05829476652539409,131.37100115768192,0.9073426573426573,all
dvSave-2021_02_15_10_22_23_basketball,193,0.06884522649156108,0.19170984455958548,0.06306570760725927,50.541396816876635,0.8393782383419689,all
dvSave-2021_02_06_10_17_16_paperClips,1471,0.07302905681458698,0.10129163834126445,0.06668828560891613,64.65182580519104,0.8504418762746431,all
dvSave-2021_02_15_10_22_23_boyhead,296,0.07753545624832753,0.11486486486486487,0.0724386928641552,65.47157893761197,0.7635135135135135,all
dvSave-2021_02_06_09_35_08_Pedestrian,811,0.07964742220214623,0.11713933415536375,0.07200893748211216,79.45528606369678,0.8643649815043156,all
tennis_long_001,650,0.08252856054836254,0.12153846153846154,0.07441720559675921,173.1237436809365,0.8630769230769231,all
dvSave-2021_02_06_17_31_03_personBasketball,524,0.0845741062655884,0.10114503816793893,0.07669808924870235,86.8778354375081,0.8568702290076335,all
video_0058,933,0.09114641367673744,0.12540192926045016,0.08280202039264722,97.79683472665495,0.872454448017149,all
dvSave-2021_02_06_17_41_45_personBasketball,644,0.09347518602791956,0.13198757763975155,0.08524886827985437,76.39057630384733,0.8571428571428571,all
dvSave-2021_02_06_17_20_28_personFootball,520,0.1000952018278751,0.1423076923076923,0.09220144685308282,104.31298055028525,0.8384615384615385,all
dvSave-2021_02_15_23_56_17,540,0.10513384671800516,0.0962962962962963,0.0979888522127227,61.544171447210424,0.7777777777777778,all
dvSave-2021_02_06_17_33_01_personBasketball,898,0.11730137378994024,0.14253897550111358,0.11018861624821054,66.73986531510127,0.7706013363028953,all
tennis_long_007,1512,0.11779035046361777,0.2414021164021164,0.11160730750736945,62.82914804413828,0.8035714285714286,all
dvSave-2021_02_06_09_24_26_Pedestrian1,252,0.12211221122112212,0.21825396825396826,0.11582641129800003,67.88492134000008,0.7380952380952381,all
dvSave-2021_02_14_16_53_15_flag,1089,0.12766731218576402,0.06152433425160698,0.1218698452421129,101.76853230157289,0.5840220385674931,all
dvSave-2021_02_15_13_10_54_person,228,0.1317526489491054,0.20614035087719298,0.1254211851369395,76.22794169577655,0.7719298245614035,all
dvSave-2021_02_15_13_05_43_Chicken,206,0.1383735460924733,0.2087378640776699,0.13140363627371351,84.37583713781117,0.7669902912621359,all
tennis_long_004,453,0.14912683321312264,0.2913907284768212,0.14222718564265258,105.67495256982255,0.7196467991169978,all
dvSave-2021_02_12_13_39_56,1531,0.14973064909364872,0.05682560418027433,0.1451363177182359,78.05255080630194,0.4983670803396473,all
dvSave-2021_02_15_10_26_11_chicken,702,0.15024964034865027,0.17806267806267806,0.14656777773894386,66.94070608906885,0.5754985754985755,all
dvSave-2021_02_06_15_14_26_blackcar,103,0.15130250889166585,0.2912621359223301,0.14677284330620713,54.73060054258548,0.6699029126213593,all
dvSave-2021_02_12_13_43_54,1039,0.15543315640514968,0.05004812319538017,0.1510046623496978,72.8378449526069,0.3782483156881617,all
dvSave-2021_02_15_12_53_54_personHead,459,0.15584891822515584,0.2657952069716776,0.15109797583693677,53.70127476796601,0.6209150326797386,all
00490_UAV_outdoor6,75,0.16184818481848184,0.25333333333333335,0.15718822358285367,64.74064682262434,0.7733333333333333,all
video_0008,65,0.1655750190403656,0.23076923076923078,0.15913132152594428,102.8498086235896,0.676923076923077,all
dvSave-2021_02_06_17_51_05_personBasketball,745,0.17013755066781847,0.22818791946308725,0.16389720151947373,77.62392159175457,0.6885906040268457,all
dvSave-2021_02_15_13_27_20_bottle,814,0.1738025153866738,0.14373464373464373,0.1683655900631237,99.20094400453196,0.5515970515970516,all;small_rigid_object
dvSave-2021_02_06_17_47_49_personBasketball,903,0.1753670383649661,0.25359911406423036,0.16860120146267416,86.6484232770485,0.7231450719822813,all
tennis_long_005,1587,0.18037644974327302,0.32325141776937616,0.17479110149409588,117.29801060775831,0.6710775047258979,all
dvSave-2021_02_06_17_45_17_personBasketball,564,0.18239589916438453,0.25,0.17612825079680347,48.71764820748118,0.6648936170212766,all
dightNUM_001,535,0.18365873970574628,0.056074766355140186,0.17993667095103386,58.789203751568074,0.3775700934579439,all
00425_UAV_outdoor6,88,0.18744374437443745,0.2159090909090909,0.18440324342909706,63.39423945371343,0.5,all
dvSave-2021_02_06_17_53_39_personFootball,971,0.20126235074588816,0.349124613800206,0.1951705539615055,44.59719358837494,0.6539649845520082,all
tennis_long_002,773,0.20670398217053274,0.3350582147477361,0.20044753822022335,85.52153066058908,0.6649417852522639,all
video_0026,690,0.20962835413976177,0.32463768115942027,0.20433076668955116,38.332600645497806,0.6420289855072464,all
dvSave-2021_02_06_15_12_44_car,126,0.21067106710671063,0.5317460317460317,0.20605529724614322,39.128584309517876,0.49206349206349204,all
dvSave-2021_02_06_15_15_36_redcar,101,0.21458680521517504,0.4158415841584158,0.21045530952454075,70.71769444471299,0.5643564356435643,all
00439_UAV_outdoor6,89,0.22905773723439757,0.23595505617977527,0.22634889580420794,40.54037611002207,0.6629213483146067,all
dvSave-2021_02_06_09_16_35_car,157,0.23037144478779092,0.28662420382165604,0.22674170198537874,63.91740494060802,0.6369426751592356,all
dvSave-2021_02_08_21_07_52,93,0.23357819652933037,0.46236559139784944,0.22991416802116518,41.525454509927535,0.5053763440860215,all
dvSave-2021_02_06_17_36_49_personBasketball,598,0.23474287228053914,0.3862876254180602,0.22930141458612474,36.37597841255569,0.6003344481605352,all
00508_person_outdoor6,87,0.23512006373051103,0.26436781609195403,0.22925375135487078,123.61240002097334,0.6206896551724138,all
video_0054,1075,0.23685010361501266,0.36,0.2313518134777103,52.37605693897948,0.6706976744186046,all
dvSave-2021_02_06_15_17_48_whitecar,111,0.2446704129872447,0.3063063063063063,0.24144158626291334,50.47736533432304,0.5315315315315315,all
00503_UAV_outdoor6,88,0.2459495949594959,0.3181818181818182,0.24078282311434254,105.10635057436475,0.6477272727272727,all
dvSave-2021_02_06_09_58_27_DigitAI,942,0.24770343276365853,0.049893842887473464,0.24443671346101906,79.73436812210475,0.24097664543524416,all
dvSave-2021_02_04_21_18_52,312,0.25647372429550647,0.4583333333333333,0.25189789663154183,42.73912025379404,0.48717948717948717,all
dvSave-2021_02_06_09_36_44_Pedestrian,45,0.26314631463146315,0.28888888888888886,0.2600863545028297,42.094776834126826,0.2222222222222222,all
video_0079,580,0.2706384431546603,0.41724137931034483,0.2665296457637389,55.01210652834766,0.5844827586206897,all
dvSave-2021_02_06_10_11_59_paperClips,994,0.27192860131083535,0.35412474849094566,0.26723098976888976,80.93467651216515,0.5613682092555332,all
dvSave-2021_02_15_13_12_45_redcar,116,0.27534994878798225,0.3706896551724138,0.27100293381747936,47.91967142443265,0.5775862068965517,all
dvSave-2021_02_06_17_49_51_personBasketball,263,0.28701577382072807,0.34600760456273766,0.28201888782559387,108.37617919716669,0.6159695817490495,all
dvSave-2021_02_06_17_23_26_personFootball,704,0.29808449594959496,0.5639204545454546,0.2942391349390284,26.842714186305635,0.4559659090909091,all
video_0029,1097,0.3007482152043828,0.5104831358249772,0.29657588055990564,38.257979280128566,0.4886052871467639,all
dvSave-2021_02_15_13_09_09_person,782,0.3036514648907346,0.46675191815856776,0.2995891116431022,44.21480165608844,0.4833759590792839,all
dvSave-2021_02_06_17_15_20_whitecar,577,0.3077371861969559,0.36395147313691506,0.3036003436299362,75.40376595533078,0.45233968804159447,all
video_0060,1031,0.3141715723463714,0.40446168768186225,0.3095347670487662,82.7932392061802,0.5732298739088264,all
dvSave-2021_02_16_17_42_50,808,0.3150058817762964,0.40470297029702973,0.3114533729547773,56.305549098282974,0.47029702970297027,all
video_0050,1157,0.31642092471995686,0.4079515989628349,0.31167771883585943,55.4776220712074,0.592048401037165,all
