137	160	46	17
99	153	46	18
106	147	35	25
140	156	51	18
146	155	45	18
149	154	47	18
153	151	46	19
156	149	47	17
161	147	49	18
166	144	51	18
171	142	52	20
176	140	52	19
180	137	52	22
185	133	53	24
190	131	53	24
196	131	52	23
201	129	51	23
205	126	50	24
211	123	50	25
213	119	49	26
217	116	48	28
219	113	47	28
221	110	46	29
222	106	44	30
223	103	43	31
223	100	43	31
222	97	42	31
220	96	41	30
219	94	39	28
217	94	38	27
215	93	34	27
211	94	33	26
208	94	32	24
204	94	32	24
200	95	33	23
195	95	35	22
192	97	35	22
184	100	34	20
180	102	33	19
173	104	32	18
168	107	31	17
162	108	31	17
157	109	31	16
150	109	30	16
144	108	30	17
139	108	30	17
134	108	29	17
129	107	29	17
123	107	29	18
124	110	29	17
123	111	30	16
117	111	31	15
113	111	29	16
109	111	28	15
107	112	27	15
103	110	28	17
98	112	29	17
95	112	30	18
92	114	31	18
88	117	31	18
86	121	32	18
84	124	31	18
83	128	30	18
81	134	30	17
80	137	31	18
77	142	32	17
76	148	32	16
75	154	34	15
75	159	35	14
75	164	35	14
77	168	36	14
81	174	36	13
82	179	37	15
84	182	38	14
85	184	39	15
90	184	39	17
95	183	42	20
101	182	41	21
106	178	41	26
112	169	40	33
117	169	42	33
123	165	42	35
128	164	41	36
133	164	41	36
135	162	41	37
139	157	42	39
142	157	43	37
144	157	42	35
145	155	41	34
144	155	42	32
142	156	41	30
142	156	40	28
141	155	41	27
139	153	41	26
136	151	41	26
132	150	42	25
130	147	41	22
126	146	41	21
124	142	40	20
122	140	38	22
122	138	36	15
121	134	34	14
121	130	31	14
120	126	30	15
120	125	28	16
120	122	27	16
120	120	25	17
120	116	25	18
120	115	25	18
120	112	25	18
120	110	26	18
120	108	27	18
121	106	27	18
121	106	29	18
122	104	30	18
123	104	30	19
126	103	30	18
131	103	29	19
133	104	29	18
136	104	31	18
140	104	31	17
146	106	31	17
152	107	33	16
159	109	33	15
164	111	33	13
171	112	33	13
184	111	32	14
190	110	32	14
203	107	30	16
210	106	31	17
219	105	31	17
228	101	31	19
